代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,29.05,-0.17,-0.58,26W25,06/16,57,640384,42.9,97.2,0,0,0.0,0.0,-1,-599,-22.1,-0.09,23,288180,44.2,43.8
00717,富邦美國特別股,15.1,0.06,0.4,26W25,06/16,51,25086,60.3,19.8,0,0,0.0,0.0,-2,-125,-8.34,-0.1,16,14565,76.8,11.5
00857B,永豐20年美公債,23.31,-0.1,-0.43,26W25,06/16,32,169684,42.8,30.1,0,0,0.0,0.0,-1,-67,-2.45,-0.01,32,179411,45.2,31.8
00931B,統一美債20年,13.49,-0.06,-0.44,26W25,06/16,22,297110,53.3,13.8,0,0,0.0,0.0,-1,-303,-5.4,-0.01,22,347324,62.3,16.2
9933,中鼎,42.35,-0.45,-1.05,26W25,06/16,15,81515,16.4,9.05,3,645,0.67,0.07,-4,-2070,-1.69,-0.23,15,81462,16.4,9.05
00984B,大華優利美A債15,16.42,-0.07,-0.42,26W25,06/16,14,96320,43.8,64.9,0,0,0.0,0.0,3,3474,16.1,2.34,7,44746,57.8,30.1
00915,凱基優選高股息30,31.36,0.35,1.13,26W25,06/16,13,78356,15.3,14.2,0,0,0.0,0.0,67,999373,44.1,181.0,67,1170838,51.7,212.0
00740B,富邦全球投等債,38.72,-0.17,-0.44,26W25,06/16,12,71394,47.4,3.31,0,0,0.0,0.0,-16,-104788,-38.6,-4.86,5,4373,8.19,0.2
00772B,中信高評級公司債,33.67,-0.19,-0.56,26W25,06/16,12,92346,50.4,2.71,0,0,0.0,0.0,3,5724,13.6,0.17,43,226422,40.2,6.65
00773B,中信優先金融債,35.9,-0.12,-0.33,26W25,06/16,12,22540,34.3,0.88,0,0,0.0,0.0,-1,-312,-15.4,-0.01,33,46195,24.0,1.81
