契約,到期月份 (週別),契約到期日,履約價,買賣權,開盤價,最高價,最低價,最後 成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷 契約量,最後 最佳買價,最後 最佳賣價,歷史 最高價,歷史 最低價
TXO,202606F1,20260605.0,37200.0,Call,-,-,-,-,-,-,-,0,0,0,0,7740,7750,-,-
TXO,202606F1,20260605.0,37200.0,Put,-,-,-,-,-,-,-,2,0,2,448,-,-,101,0.2
TXO,202606F1,20260605.0,37300.0,Call,-,-,-,-,-,-,-,0,0,0,0,7640,7650,-,-
TXO,202606F1,20260605.0,37300.0,Put,-,-,-,-,-,-,-,0,0,0,11,-,100,69,0.3
TXO,202606F1,20260605.0,37400.0,Call,-,-,-,-,-,-,-,0,0,0,0,7540,7550,5130,5130
TXO,202606F1,20260605.0,37400.0,Put,-,-,-,-,-,-,-,0,0,0,9,-,-,73,1.1
TXO,202606F1,20260605.0,37500.0,Call,-,-,-,-,-,-,-,0,0,0,0,7440,7450,-,-
TXO,202606F1,20260605.0,37500.0,Put,-,-,-,-,-,-,-,0,0,0,362,-,-,76,0.5
TXO,202606F1,20260605.0,37600.0,Call,-,-,-,-,-,-,-,0,0,0,0,7340,7350,-,-
TXO,202606F1,20260605.0,37600.0,Put,-,-,-,-,-,-,-,0,0,0,12,-,-,79,3
TXO,202606F1,20260605.0,37700.0,Call,-,-,-,-,-,-,-,0,0,0,0,7240,7250,-,-
TXO,202606F1,20260605.0,37700.0,Put,-,-,-,-,-,-,-,0,0,0,12,-,-,107,1
TXO,202606F1,20260605.0,37800.0,Call,-,-,-,-,-,-,-,0,0,0,0,7140,7150,-,-
TXO,202606F1,20260605.0,37800.0,Put,-,-,-,-,-,-,-,0,0,0,21,-,-,86,0.2
TXO,202606F1,20260605.0,37900.0,Call,-,-,-,-,-,-,-,0,0,0,0,7040,7050,-,-
TXO,202606F1,20260605.0,37900.0,Put,-,-,-,-,-,-,-,0,0,0,182,-,-,91,3.7
TXO,202606F1,20260605.0,38000.0,Call,-,-,-,-,-,-,-,0,0,0,0,6940,6950,-,-
TXO,202606F1,20260605.0,38000.0,Put,-,-,-,-,-,-,-,0,0,0,360,-,0.5,131,0.2
TXO,202606F1,20260605.0,38100.0,Call,-,-,-,-,-,-,-,0,0,0,0,6840,6850,-,-
