契約,到期月份 (週別),契約到期日,履約價,買賣權,開盤價,最高價,最低價,最後 成交價,結算價,漲跌價,漲跌%,*盤後交易時段成交量,*一般交易時段成交量,*合計成交量,*未沖銷 契約量,最後 最佳買價,最後 最佳賣價,歷史 最高價,歷史 最低價
TXO,202606W1,20260603.0,36000.0,Call,-,-,-,-,-,-,-,0,0,0,0,10440,10450,-,-
TXO,202606W1,20260603.0,36000.0,Put,-,-,-,-,-,-,-,14,0,14,209,-,-,64,0.1
TXO,202606W1,20260603.0,36100.0,Call,-,-,-,-,-,-,-,0,0,0,0,10340,10350,-,-
TXO,202606W1,20260603.0,36100.0,Put,-,-,-,-,-,-,-,3,0,3,82,-,99,175,0.2
TXO,202606W1,20260603.0,36200.0,Call,-,-,-,-,-,-,-,0,0,0,0,10240,10250,-,-
TXO,202606W1,20260603.0,36200.0,Put,-,-,-,-,-,-,-,1,0,1,44,-,99,181,0.2
TXO,202606W1,20260603.0,36300.0,Call,-,-,-,-,-,-,-,0,0,0,0,10140,10150,-,-
TXO,202606W1,20260603.0,36300.0,Put,0.5,0.5,0.5,0.5,-,▲+0.3,▲+150.00%,1,1,2,46,-,1,152,0.2
TXO,202606W1,20260603.0,36400.0,Call,-,-,-,-,-,-,-,0,0,0,0,10040,10050,-,-
TXO,202606W1,20260603.0,36400.0,Put,-,-,-,-,-,-,-,2,0,2,10,-,-,129,0.2
TXO,202606W1,20260603.0,36500.0,Call,-,-,-,-,-,-,-,0,0,0,0,9940,9950,-,-
TXO,202606W1,20260603.0,36500.0,Put,-,-,-,-,-,-,-,1,0,1,7,-,-,151,0.2
TXO,202606W1,20260603.0,36600.0,Call,-,-,-,-,-,-,-,0,0,0,0,9840,9850,-,-
TXO,202606W1,20260603.0,36600.0,Put,-,-,-,-,-,-,-,2,0,2,9,-,-,142,0.2
TXO,202606W1,20260603.0,36700.0,Call,-,-,-,-,-,-,-,0,0,0,0,9740,9750,-,-
TXO,202606W1,20260603.0,36700.0,Put,-,-,-,-,-,-,-,1,0,1,7,-,1,154,0.2
TXO,202606W1,20260603.0,36800.0,Call,-,-,-,-,-,-,-,0,0,0,0,9640,9650,8530,8530
TXO,202606W1,20260603.0,36800.0,Put,-,-,-,-,-,-,-,1,0,1,6,-,-,140,0.2
TXO,202606W1,20260603.0,36900.0,Call,-,-,-,-,-,-,-,0,0,0,0,9540,9550,-,-
TXO,202606W1,20260603.0,36900.0,Put,-,-,-,-,-,-,-,1,0,1,0,-,-,3,0.2
TXO,202606W1,20260603.0,37000.0,Call,-,-,-,-,-,-,-,0,0,0,0,9440,9450,-,-
TXO,202606W1,20260603.0,37000.0,Put,-,-,-,-,-,-,-,1,0,1,1423,-,0.2,177,0.2
TXO,202606W1,20260603.0,37100.0,Call,-,-,-,-,-,-,-,0,0,0,0,9340,9350,-,-
TXO,202606W1,20260603.0,37100.0,Put,-,-,-,-,-,-,-,1,0,1,3,-,29.5,154,0.2
TXO,202606W1,20260603.0,37200.0,Call,-,-,-,-,-,-,-,0,0,0,0,9240,9250,-,-
TXO,202606W1,20260603.0,37200.0,Put,0.2,0.2,0.2,0.2,-,▼-0.1,▼-33.33%,0,1,1,3,-,-,80,0.2
TXO,202606W1,20260603.0,37300.0,Call,-,-,-,-,-,-,-,0,0,0,0,9140,9150,-,-
TXO,202606W1,20260603.0,37300.0,Put,0.2,0.2,0.2,0.2,-,▼-0.1,▼-33.33%,0,2,2,8,-,-,220,0.2
TXO,202606W1,20260603.0,37400.0,Call,-,-,-,-,-,-,-,0,0,0,0,9040,9050,-,-
TXO,202606W1,20260603.0,37400.0,Put,0.2,0.2,0.2,0.2,-,▼-0.1,▼-33.33%,0,1,1,1,-,-,112,0.2
TXO,202606W1,20260603.0,37500.0,Call,-,-,-,-,-,-,-,0,0,0,0,8940,8950,-,-
TXO,202606W1,20260603.0,37500.0,Put,0.2,0.2,0.2,0.2,-,▼-0.1,▼-33.33%,0,1,1,76,-,0.2,227,0.2
TXO,202606W1,20260603.0,37600.0,Call,-,-,-,-,-,-,-,0,0,0,0,8840,8850,-,-
TXO,202606W1,20260603.0,37600.0,Put,0.3,0.3,0.2,0.2,-,▼-0.1,▼-33.33%,0,12,12,20,-,0.3,52,0.2
TXO,202606W1,20260603.0,37700.0,Call,-,-,-,-,-,-,-,0,0,0,0,8740,8750,-,-
TXO,202606W1,20260603.0,37700.0,Put,0.2,0.2,0.2,0.2,-,▼-0.1,▼-33.33%,0,1,1,1,-,-,210,0.2
TXO,202606W1,20260603.0,37800.0,Call,-,-,-,-,-,-,-,0,0,0,0,8640,8650,-,-
TXO,202606W1,20260603.0,37800.0,Put,0.2,0.2,0.2,0.2,-,▼-0.1,▼-33.33%,0,1,1,6,-,-,320,0.2
TXO,202606W1,20260603.0,37900.0,Call,-,-,-,-,-,-,-,0,0,0,0,8540,8550,-,-
TXO,202606W1,20260603.0,37900.0,Put,0.2,0.2,0.2,0.2,-,▼-0.1,▼-33.33%,0,1,1,3,-,-,15,0.2
TXO,202606W1,20260603.0,38000.0,Call,-,-,-,-,-,-,-,0,0,0,0,8440,8450,-,-
TXO,202606W1,20260603.0,38000.0,Put,-,-,-,-,-,-,-,130,0,130,104,-,-,234,0.3
TXO,202606W1,20260603.0,38100.0,Call,-,-,-,-,-,-,-,0,0,0,0,8340,8350,-,-
TXO,202606W1,20260603.0,38100.0,Put,0.5,0.5,0.5,0.5,-,▲+0.2,▲+66.67%,0,3,3,4,-,-,410,0.5
TXO,202606W1,20260603.0,38200.0,Call,-,-,-,-,-,-,-,0,0,0,0,8240,8250,-,-
TXO,202606W1,20260603.0,38200.0,Put,-,-,-,-,-,-,-,1,0,1,242,-,-,231,0.2
TXO,202606W1,20260603.0,38300.0,Call,-,-,-,-,-,-,-,0,0,0,0,8140,8150,-,-
TXO,202606W1,20260603.0,38300.0,Put,-,-,-,-,-,-,-,0,0,0,6,-,-,153,1.2
TXO,202606W1,20260603.0,38400.0,Call,-,-,-,-,-,-,-,0,0,0,0,8040,8050,-,-
TXO,202606W1,20260603.0,38400.0,Put,-,-,-,-,-,-,-,0,0,0,1,-,-,298,0.3
TXO,202606W1,20260603.0,38500.0,Call,-,-,-,-,-,-,-,0,0,0,0,7940,7950,-,-
TXO,202606W1,20260603.0,38500.0,Put,-,-,-,-,-,-,-,3,0,3,24,-,20,345,0.2
TXO,202606W1,20260603.0,38600.0,Call,-,-,-,-,-,-,-,0,0,0,0,7840,7850,-,-
TXO,202606W1,20260603.0,38600.0,Put,-,-,-,-,-,-,-,0,0,0,4,-,-,210,0.4
TXO,202606W1,20260603.0,38700.0,Call,-,-,-,-,-,-,-,0,0,0,0,7740,7750,-,-
TXO,202606W1,20260603.0,38700.0,Put,-,-,-,-,-,-,-,0,0,0,20,-,-,220,0.4
TXO,202606W1,20260603.0,38800.0,Call,-,-,-,-,-,-,-,0,0,0,0,7640,7650,-,-
TXO,202606W1,20260603.0,38800.0,Put,-,-,-,-,-,-,-,0,0,0,5,-,-,210,0.7
TXO,202606W1,20260603.0,38850.0,Call,-,-,-,-,-,-,-,0,0,0,2,7590,7600,2670,2670
