"排名","代號","名稱","成交","漲跌價","漲跌幅","法人買賣日期","當日買賣超佔發行張數","2日買賣超佔發行張數","3日買賣超佔發行張數","5日買賣超佔發行張數","10日買賣超佔發行張數","1個月買賣超佔發行張數","3個月買賣超佔發行張數","半年買賣超佔發行張數","1年買賣超佔發行張數","3年買賣超佔發行張數","10年買賣超佔發行張數","今年買賣超佔發行張數"
"103","9907","統一實","16.85","-0.15","-0.88","05/12","-0.01","+0.01","+0.01","+0.06","+0.22","+0.06","-0.18","+2.49","+2.84","+2.78","+2.8","-0.11"
"104","1785","光洋科","158.5","-0.5","-0.31","05/12","+0.01","+0.01","+0.03","+0.06","+0.16","+0.2","+0.17","+1.44","+1.36","+1.49","+1.43","+0.18"
"105","6143","振曜","99.7","+2.1","+2.15","05/12","0","+0.06","+0.06","+0.06","+0.06","+0.33","+0.4","+0.42","-0.82","-4.63","-10.9","+0.42"
"106","6788","華景電","465","-2.5","-0.53","05/12","0","0","+0.01","+0.05","+0.11","+0.53","+0.01","+0.66","+0.66","-0.25","","+0.06"
"107","2330","台積電","2255","+20","+0.89","05/12","+0.03","+0.03","+0.04","+0.05","+0.07","+0.08","+0.16","+0.27","+0.27","+0.49","+0.81","+0.22"
"108","3030","德律","408","+11","+2.77","05/12","0","0","+0.01","+0.05","+0.02","-0.22","+0.26","-6.45","+0.54","+0.53","+0.58","+0.42"
"109","6781","AES-KY","1285","-35","-2.65","05/12","+0.02","+0.05","+0.05","+0.05","-0.2","-0.35","-1.26","-2.52","-3.87","-2.34","","-4.66"
"110","6789","采鈺","594","-6","-1","05/12","-0.01","-0.01","0","+0.05","+0.07","+0.05","+0.22","+0.35","+0.52","+0.6","","+0.31"
"111","3209","全科","66.5","+6","+9.92","05/12","+0.06","+0.05","+0.05","+0.05","+0.03","+0.2","+0.16","+0.07","+0.31","+0.6","+0.61","+0.08"
"112","3481","群創","35.5","+3.2","+9.91","05/12","0","0","+0.05","+0.05","-0.02","-0.38","-0.37","+0.22","-0.5","-0.43","-2.03","+0.1"
"113","5443","均豪","128","-1.5","-1.16","05/12","0","0","0","+0.05","+0.05","+0.32","+0.47","+0.47","+0.47","+0.47","+0.47","+0.47"
"114","3363","上詮","920","+67","+7.85","05/12","+0.03","+0.04","+0.04","+0.04","+0.02","+0.08","+0.23","+0.42","+0.44","+1.94","+1.91","+0.39"
"115","4583","台灣精銳","777","-6","-0.77","05/12","0","+0.04","+0.04","+0.04","+0.02","-0.01","-0.53","-0.37","-1.26","+0.27","","-0.36"
"116","6782","視陽","190","-4.5","-2.31","05/12","0","+0.04","+0.04","+0.04","-0.06","-0.04","+0.16","-0.29","+0.18","-3.98","","+0.08"
"117","2454","聯發科","3700","-180","-4.64","05/12","-0.01","-0.01","0","+0.04","+0.2","+0.78","+0.54","+1.48","-2.24","+1.78","+4.04","+0.82"
"118","5434","崇越","423.5","-7.5","-1.74","05/12","-0.01","-0.01","+0.04","+0.03","-0.11","-0.12","-0.62","-2.04","-1.96","+1.37","+3.23","-0.87"
"119","3217","優群","182.5","+4.5","+2.53","05/12","0","0","0","+0.03","+0.04","+0.38","+0.4","-0.72","-2.02","-7.72","+2.13","+0.87"
"120","3715","定穎投控","180.5","-1","-0.55","05/12","+0.01","+0.01","+0.01","+0.03","+0.04","-1.11","-1.37","-1.68","-0.12","-3.5","","-3.78"
"121","1605","華新","34.5","-0.5","-1.43","05/12","+0.03","+0.03","+0.03","+0.03","+0.01","-0.04","-0.42","-0.73","-0.22","-3.61","-4.23","-0.84"
"122","00646","元大S&P500","73.05","+0.25","+0.34","05/12","0","0","0","+0.03","+0.04","+0.05","+0.4","+0.54","+0.22","+0.22","+0.22","+0.57"
"123","2855","統一證","41.8","-1.9","-4.35","05/12","+0.03","+0.03","+0.03","+0.02","+0.14","+0.14","+0.35","+0.15","-0.44","+0.49","+0.39","+0.16"
"124","2072","世紀風電","178.5","-1","-0.56","05/12","0","0","+0.02","+0.02","+0.09","+0.39","","","","","",""
"125","1503","士電","204.5","-2","-0.97","05/12","0","0","0","+0.02","+0.02","+0.02","-0.08","-0.09","-0.15","-1.8","+0.08","-0.1"
"126","5351","鈺創","83.8","+3.7","+4.62","05/12","0","+0.01","+0.01","+0.02","+0.02","+0.01","-0.11","+0.12","+0.1","+0.11","+0.13","+0.06"
"127","4953","緯軟","119","+0.5","+0.42","05/12","0","0","+0.01","+0.02","+0.02","+0.02","-0.03","-0.16","+0.05","-1.11","-1.06","-0.22"
"128","0050","元大台灣50","96.85","-0.05","-0.05","05/12","0","+0.01","+0.01","+0.02","+0.07","+0.09","+0.49","+0.82","+0.76","+1.14","+1.53","+0.67"
"129","2382","廣達","340","-3.5","-1.02","05/12","0","+0.02","+0.02","+0.02","-0.02","-0.23","-0.09","-0.51","-1.01","-2.34","+1.41","-0.21"
"130","2363","矽統","63.2","+2.2","+3.61","05/12","0","+0.01","+0.01","+0.02","+0.02","+0.01","-0.02","+0.05","-0.01","+0.1","+0.17","+0.05"
"131","6643","M31","697","+14","+2.05","05/12","+0.01","+0.01","+0.01","+0.02","+0.02","+0.34","-0.4","+0.92","+0.61","-6.07","","+0.92"
"132","2049","上銀","367.5","+16.5","+4.7","05/12","+0.16","+0.21","+0.21","+0.02","+0.15","+0.06","-0.18","+0.04","-1.11","-2.21","+0.23","+0.13"
"133","1504","東元","72.5","-0.1","-0.14","05/12","0","0","+0.02","+0.02","+0.01","-0.02","-0.43","-7.17","-9.76","-2.39","-1.13","-0.7"
"134","6770","力積電","62.1","-0.4","-0.64","05/12","0","+0.01","+0.01","+0.01","+0.01","-0.01","-0.19","+0.19","+0.21","-0.81","","-0.15"
"135","0056","元大高股息","45.58","-0.18","-0.39","05/12","0","+0.01","+0.01","+0.01","+0.01","+0.04","+0.05","+0.06","+0.04","+0.08","+0.77","+0.05"
"136","3293","鈊象","738","+7","+0.96","05/12","-0.02","-0.03","+0.04","+0.01","-0.03","-0.63","-0.75","+3.84","+2.06","+1.61","-2.23","-1.3"
"137","4968","立積","120.5","-0.5","-0.41","05/12","0","+0.01","+0.01","+0.01","+0.02","+0.01","-0.09","+0.05","-0.17","-3.61","-7.91","0"
"138","2474","可成","205.5","-2.5","-1.2","05/12","-0.03","-0.11","+0.02","+0.01","-0.44","-2.75","-3.46","-10.3","-0.1","+6.28","+13.8","-7.32"
"139","2395","研華","494.5","+16","+3.34","05/12","0","0","+0.01","+0.01","-0.02","-0.22","-0.04","+0.02","-0.68","+0.07","+0.37","+0.11"
"140","8054","安國","102.5","-1","-0.97","05/12","0","+0.01","+0.01","+0.01","+0.02","0","-0.01","+0.04","+0.07","-0.25","-0.25","+0.04"
"141","6138","茂達","289.5","+4.5","+1.58","05/12","0","0","+0.01","+0.01","+0.01","-0.41","-0.57","-0.54","-2.14","-10.2","+0.69","-0.32"
"142","6182","合晶","56.3","-2.3","-3.92","05/12","0","+0.01","+0.01","+0.01","+0.01","+0.01","+0.01","-0.01","-0.02","-1.48","-1.1","+0.01"
"143","2436","偉詮電","76.6","+0.7","+0.92","05/12","0","+0.01","+0.01","+0.01","+0.01","+0.04","+0.1","+0.18","-0.06","-0.13","-0.11","+0.18"
"144","7749","意騰-KY","508","-27","-5.05","05/12","0","0","0","+0.01","+0.01","0","-0.06","-0.18","","","","+0.01"
"145","2727","王品","235.5","+0.5","+0.21","05/12","+0.01","+0.05","-0.03","+0.01","+0.33","+0.22","+0.44","+0.38","-2.09","-3.37","+0.49","+0.37"
"146","4772","台特化","315","-2.5","-0.79","05/12","+0.01","+0.01","+0.01","+0.01","-0.04","-0.12","-0.23","-0.25","-0.26","","","-0.27"
"147","4916","事欣科","68.4","+1.4","+2.09","05/12","0","0","0","+0.01","0","-0.3","-0.38","+0.58","+0.58","+0.58","+0.48","-0.04"
"148","3006","晶豪科","220","-2","-0.9","05/12","0","0","0","+0.01","0","-0.08","-0.1","+0.89","+0.2","-0.06","+0.57","+0.83"
"149","1519","華城","914","-7","-0.76","05/12","0","0","+0.01","+0.01","-0.07","+0.01","-1.14","-0.16","-0.31","-4.08","-0.09","-0.98"
"150","2890","永豐金","30.55","-0.05","-0.16","05/12","-0.01","-0.01","0","+0.01","-0.01","-0.49","-0.22","+0.29","-3.08","-0.73","+3.51","-0.31"
"151","6147","頎邦","196","-0.5","-0.25","05/12","+0.11","+0.33","-0.32","+0.01","+1.59","+1.81","+4.33","-0.15","-0.57","+6.08","+5.91","+3.26"
"152","4739","康普","101","+5.5","+5.76","05/12","0","0","0","+0.01","0","-0.01","+0.01","-0.08","-0.01","+0.19","-0.06","-0.09"
"153","8046","南電","900","-8","-0.88","05/12","+0.22","+0.12","+0.05","+0.01","+0.39","+1.49","+5.52","+6.3","+8.65","+3.38","+8.34","+8.5"
"154","3228","金麗科","226.5","-15","-6.21","05/12","0","0","0","+0.01","+0.01","0","+0.01","+0.03","+0.02","+0.03","+0.04","+0.03"
"155","6202","盛群","58.2","-1.3","-2.18","05/12","0","0","0","+0.01","+0.01","0","0","+0.05","-0.06","-0.31","-0.05","+0.03"
"156","5236","凌陽創新","166.5","-1.5","-0.89","05/12","0","0","0","+0.01","+0.01","0","+0.01","+0.04","+0.05","+0.05","","+0.04"
"157","6104","創惟","102","-1","-0.97","05/12","0","0","0","+0.01","+0.01","0","-0.09","-0.01","-2.63","-0.33","-2.18","-0.02"
"158","00713","元大台灣高息低波","54.8","-0.4","-0.72","05/12","0","+0.01","+0.01","+0.01","0","+0.05","+0.04","-0.15","-1.21","+0.14","","-0.04"
"159","2371","大同","30.1","-0.45","-1.47","05/12","0","0","0","+0.01","0","-0.02","+0.02","-3.69","-0.44","+0.36","+0.33","-0.5"
"160","2412","中華電","135.5","0","0","05/12","0","0","0","+0.01","-0.01","-0.1","-0.13","-0.12","-0.62","+0.43","+1.12","-0.05"
"161","2455","全新","375","+15","+4.17","05/12","0","0","0","+0.01","+1.99","+2.78","+3.04","+4","+3.27","-5.48","-4.76","+4.37"
"162","6719","力智","195","+5","+2.63","05/12","0","0","0","+0.01","+0.01","0","+0.02","-0.16","-0.02","-3.3","","-0.15"
"163","2401","凌陽","25.95","+0.3","+1.17","05/12","0","0","0","+0.01","+0.01","0","+0.01","+0.03","-0.07","+0.06","-0.13","+0.03"
"164","3706","神達","85.9","-0.9","-1.04","05/12","0","0","0","+0.01","+0.03","+0.02","+0.03","-1.12","-0.27","+0.05","-1.32","-0.12"
"165","4919","新唐","181","-3","-1.63","05/12","0","0","0","0","+0.01","+0.02","+0.04","+0.05","-0.07","-5.42","-2.2","+0.05"
"166","6531","愛普*","1055","+93","+9.67","05/12","-0.02","-0.01","-0.02","0","+0.06","+0.7","+0.89","+0.71","+1","-1.48","","-0.54"
"167","6462","神盾","131","+1.5","+1.16","05/12","0","0","0","0","+0.01","0","-0.1","-0.02","-0.09","-0.02","-0.22","-0.02"
"168","8261","富鼎","131","-4","-2.96","05/12","0","0","0","0","+0.01","+0.09","-0.07","-0.23","-0.12","+0.03","-2.1","-0.23"
"169","1722","台肥","47","-0.1","-0.21","05/12","0","0","0","0","0","0","-0.05","-0.68","-0.16","-0.07","+0.1","-0.07"
"170","7750","新代","3070","+275","+9.84","05/12","0","0","0","0","+0.08","+0.21","+0.09","+0.26","","","","+0.26"
"171","6732","昇佳電子","170.5","+3.5","+2.1","05/12","0","0","0","0","+0.01","0","+0.01","+0.03","-0.15","-6.14","","+0.03"
"172","6533","晶心科","245.5","-7.5","-2.96","05/12","0","0","0","0","+0.01","0","-0.14","+0.01","-0.2","-0.41","","-0.05"
"173","3545","敦泰","57.9","+0.3","+0.52","05/12","0","0","0","0","0","0","0","+0.03","-0.2","0","-0.19","+0.02"
"174","2493","揚博","127.5","-2","-1.54","05/12","0","0","0","0","0","-0.08","-0.14","+0.15","+0.12","+0.17","+0.17","+0.16"
"175","5880","合庫金","22.8","-0.2","-0.87","05/12","0","0","0","0","0","-0.01","+0.04","+0.02","-0.11","+0.1","+0.37","+0.04"
"176","1229","聯華","40.5","-0.6","-1.46","05/12","0","0","0","0","0","0","0","0","0","-0.02","+0.01","0"
"177","2542","興富發","41.1","-0.55","-1.32","05/12","0","0","0","0","0","-0.72","-0.76","-1.53","-0.34","-3.54","-4.08","-1.17"
"178","3231","緯創","141.5","+2.5","+1.8","05/12","0","0","-0.01","0","-0.05","-0.04","-0.08","-2.23","-2.05","-1.38","+0.7","-0.61"
"179","6472","保瑞","404","-4.5","-1.1","05/12","0","0","0","0","+0.01","-0.01","-1.11","-0.82","-1.59","-4","","-0.84"
"180","2886","兆豐金","39.2","-0.9","-2.24","05/12","0","0","0","0","-0.02","-0.35","-0.31","-0.74","-1.65","+1.69","+2.2","-0.43"
"181","1227","佳格","28.8","-0.05","-0.17","05/12","0","0","0","0","+0.02","+0.02","+0.04","+0.07","+0.06","+0.06","-0.06","+0.04"
"182","00981A","主動統一台股增長","29.97","+0.28","+0.94","05/12","0","0","0","0","0","+0.01","+0.02","+0.05","","","","+0.01"
"183","2851","中再保","34.1","+2.55","+8.08","05/12","0","0","0","0","+0.01","+0.02","+0.03","+0.11","+0.11","+0.11","+0.06","+0.06"
"184","4763","材料*-KY","41.9","-0.05","-0.12","05/12","0","0","0","0","+0.09","-2.7","-3.07","-3.25","-3.11","-2.78","-2.78","-3.87"
"185","5314","世紀*","71.5","-1.1","-1.52","05/12","0","0","0","0","0","-0.06","-0.06","-0.07","+0.03","+0.16","+0.16","-0.06"
"186","1434","福懋","15.7","-0.2","-1.26","05/12","0","0","0","0","+0.01","+0.02","+0.04","-0.24","+0.02","+0.02","-2.39","-0.2"
"187","2501","國建","22.4","-0.25","-1.1","05/12","0","0","0","0","+0.01","+0.02","+0.02","-0.19","+0.01","+0.06","+0.07","-0.16"
"188","6962","奕力-KY","37.75","-0.35","-0.92","05/12","0","0","0","0","0","-0.02","-0.02","+0.13","+0.12","","","-0.03"
"189","2409","友達","20.7","+1.85","+9.81","05/12","0","0","0","0","0","0","-0.09","-0.36","-0.28","-4.66","-4.41","-0.37"
"190","2915","潤泰全","43.5","-0.15","-0.34","05/12","0","0","0","0","-0.07","-0.55","-0.67","-2.77","-1.94","-4.86","-5.55","-2.04"
"191","2897","王道銀行","10.2","-0.05","-0.49","05/12","0","0","0","0","+0.01","+0.02","+0.01","-0.01","-0.08","+0.09","","+0.01"
"192","2609","陽明","50.1","-0.7","-1.38","05/12","0","0","0","0","0","-0.05","-0.1","-3.54","+0.33","+4.68","+4.04","-0.39"
"193","6290","良維","272.5","-3","-1.09","05/12","0","0","0","0","0","+0.04","+0.08","-0.05","+0.37","+0.31","-2","-0.28"
"194","8415","大國鋼","34.6","+0.05","+0.14","05/12","0","0","0","0","0","+0.01","+0.01","0","-0.07","+0.01","","+0.02"
"195","3596","智易","181","-3","-1.63","05/12","0","0","0","0","0","0","-0.46","-0.1","-12.1","-3.08","-6.3","-0.4"
"196","1590","亞德客-KY","1535","-15","-0.97","05/12","-0.01","-0.01","-0.01","0","+0.36","+0.7","+0.59","+0.8","+0.62","-1.03","-1.32","+0.76"
"197","2820","華票","16.9","-0.2","-1.17","05/12","0","0","0","0","0","+0.01","+0.03","+0.03","+0.08","+0.08","0","+0.03"
"198","2812","台中銀","19.6","-0.15","-0.76","05/12","0","0","0","0","0","0","+0.03","-0.01","-0.02","+0.01","-0.07","-0.01"
"199","2354","鴻準","62.5","+0.9","+1.46","05/12","0","0","0","0","0","0","+0.02","-0.3","0","+0.12","-0.15","-0.3"
"200","2834","臺企銀","16","-0.15","-0.93","05/12","0","0","0","0","0","0","+0.03","+0.02","-0.44","-0.03","+0.11","+0.02"
"201","6191","精成科","93.8","-1","-1.05","05/12","0","0","0","0","0","-0.22","-1.88","-4.32","-4.39","+0.86","+0.94","-2.57"
"202","2106","建大","17.05","-0.3","-1.73","05/12","0","0","0","0","0","0","-0.01","-0.01","0","-0.11","-0.2","-0.01"
"203","1904","正隆","17.55","+0.05","+0.29","05/12","0","0","0","0","0","0","+0.01","-0.26","-0.01","-0.18","+0.01","-0.1"
"204","1409","新纖","16.85","-0.35","-2.03","05/12","0","0","0","0","0","-0.03","-0.02","-0.04","-0.01","-0.77","+0.02","+0.01"
"205","1440","南紡","12.05","-0.1","-0.82","05/12","0","0","0","0","0","0","+0.01","+0.01","-0.01","+0.04","+0.06","+0.01"
"206","2023","燁輝","13.9","-0.05","-0.36","05/12","0","0","0","0","0","0","+0.01","-0.01","-0.01","-0.01","+0.01","-0.02"
"207","2646","星宇航空","20.45","-0.05","-0.24","05/12","0","0","0","0","0","0","+0.01","+0.01","+0.02","","","+0.01"
"208","00400A","主動國泰動能高息","14.14","0","0","05/12","0","0","0","0","0","0","","","","","",""
"209","00401A","主動摩根台灣鑫收","12.88","+0.07","+0.55","05/12","0","0","0","0","0","0","","","","","",""
"210","0051","元大中型100","134.6","-0.65","-0.48","05/12","0","0","0","0","0","0","0","0","0","0","0","0"
"211","0053","元大電子","224.9","+0.65","+0.29","05/12","0","0","0","0","0","0","0","0","0","0","0","0"
"212","0055","元大MSCI金融","33.45","-0.55","-1.62","05/12","0","0","0","0","0","0","0","0","-0.08","0","0","0"
"213","0057","富邦摩台","288.85","+0.5","+0.17","05/12","0","0","0","0","0","0","0","0","0","0","0","0"
"214","0061","元大寶滬深","25.3","+0.13","+0.52","05/12","0","0","0","0","0","0","0","-1.15","-1.15","-1.15","-11.6","-1.15"
"215","006203","元大MSCI台灣","177.45","+0.7","+0.4","05/12","0","0","0","0","0","0","0","0","0","0","0","0"
"216","006204","永豐臺灣加權","210.35","+0.85","+0.41","05/12","0","0","0","0","0","0","0","0","0","0","0","0"
"217","006205","富邦上証","42.15","+0.33","+0.79","05/12","0","0","0","0","0","0","-0.67","-0.67","-0.67","-2.64","-52.7","-0.67"
"218","006206","元大上證50","38.26","+0.44","+1.16","05/12","0","0","0","0","0","0","0","0","0","0","-1.82","0"
"219","006207","復華滬深","33.95","+0.21","+0.62","05/12","0","0","0","0","0","0","0","0","0","0","+1.61","0"
"220","006208","富邦台50","224.55","+0.1","+0.04","05/12","0","0","0","0","0","0","-0.02","-0.02","+0.2","+0.46","+0.49","-0.02"
"221","00625K","富邦上証+R","9.07","+0.05","+0.55","05/12","0","0","0","0","0","0","0","0","0","0","","0"
"222","00631L","元大台灣50正2","32.52","-0.14","-0.43","05/12","0","0","0","0","0","-0.04","-0.22","-0.2","-0.2","-0.2","-0.21","-0.2"
"223","00632R","元大台灣50反1","11.21","+0.05","+0.45","05/12","0","0","0","0","0","-0.06","-0.06","0","-0.03","0","-0.16","-0.06"
"224","00633L","富邦上証正2","54.3","+1.2","+2.26","05/12","0","0","0","0","0","0","0","0","0","0","0","0"
"225","00634R","富邦上証反1","3.01","-0.03","-0.99","05/12","0","0","0","0","0","0","0","0","0","0","-1.61","0"
"226","00635U","期元大S&P黃金","49.45","+0.53","+1.08","05/12","0","0","0","0","0","0","0","0","-0.85","0","0","0"
"227","00636","國泰中國A50","29.03","+0.36","+1.26","05/12","0","0","0","0","0","0","0","0","-0.14","+0.84","+0.61","0"
"228","00636K","國泰中國A50+U","9.13","+0.04","+0.44","05/12","0","0","0","0","0","0","0","0","0","0","","0"
"229","00637L","元大滬深300正2","22.36","+0.46","+2.1","05/12","0","0","0","0","0","0","0","0","0","-0.6","-0.06","0"
"230","00638R","元大滬深300反1","6.43","-0.1","-1.53","05/12","0","0","0","0","0","0","0","0","0","0","0","0"
"231","00639","富邦深100","17.95","+0.07","+0.39","05/12","0","0","0","0","0","0","0","0","-0.36","-0.36","-0.47","0"
"232","00640L","富邦日本正2","98.5","+1.95","+2.02","05/12","0","0","0","0","0","0","0","0","0","0","0","0"
"233","00641R","富邦日本反1","3.92","-0.04","-1.01","05/12","0","0","0","0","0","0","0","0","0","0","0","0"
"234","00642U","期元大S&P石油","30.02","-0.22","-0.73","05/12","0","0","0","0","0","0","0","0","0","0","-0.22","0"
"235","00643","群益深証中小","20.53","-0.1","-0.48","05/12","0","0","0","0","0","0","0","0","0","0","-1.7","0"
"236","00643K","群益深証中小+R","4.43","0","0","05/12","0","0","0","0","0","0","0","0","0","0","","0"
"237","00645","富邦日本","54.55","+0.55","+1.02","05/12","0","0","0","0","0","0","0","0","0","+0.38","+0.31","0"
"238","00647L","元大S&P500正2","131.2","+0.7","+0.54","05/12","0","0","0","0","0","0","0","0","0","0","0","0"
"239","00648R","元大S&P500反1","4.05","0","0","05/12","0","0","0","0","0","0","0","0","0","0","0","0"
