代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 週別,更新 日期,外資 連續 買賣 週數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 週數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 週數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 週數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00696B,富邦美債20年,28.15,-0.12,-0.42,26W21,05/20,53,622549,43.1,90.7,0,0,0.0,0.0,1,2835,34.2,0.41,19,279250,46.2,40.7
00717,富邦美國特別股,14.9,-0.08,-0.53,26W21,05/20,47,21520,58.3,15.4,0,0,0.0,0.0,2,137,4.86,0.1,12,10986,76.7,7.87
00857B,永豐20年美公債,22.61,-0.09,-0.4,26W21,05/20,28,147964,42.5,24.9,0,0,0.0,0.0,1,1603,30.9,0.27,28,147437,42.4,24.8
00733,富邦臺灣中小,67.0,0.7,1.06,26W21,05/20,21,27933,17.1,38.0,0,0,0.0,0.0,14,25529,22.9,34.7,36,85894,36.5,117.0
00931B,統一美債20年,13.07,-0.07,-0.53,26W21,05/20,18,243766,53.1,11.0,0,0,0.0,0.0,1,495,3.36,0.02,18,278491,60.7,12.6
6234,高僑,43.85,-3.6,-7.59,26W21,05/20,18,6758,3.15,6.73,0,0,0.0,0.0,-3,-426,-1.05,-0.42,2,757,3.34,0.75
006205,富邦上証,41.32,0.4,0.98,26W21,05/20,15,4053,9.12,4.0,0,0,0.0,0.0,3,1761,22.2,1.74,15,8214,18.5,8.1
910322,康師傅-DR,24.7,0.05,0.2,26W21,05/20,15,834,64.3,3.94,0,0,0.0,0.0,0,0,0.0,0.0,15,834,64.3,3.94
00710B,復華彭博非投等債,18.86,-0.01,-0.05,26W21,05/20,13,1940,15.3,1.06,0,0,0.0,0.0,-1,-69,-9.76,-0.04,20,22702,57.2,12.4
00746B,富邦A級公司債,34.83,-0.18,-0.51,26W21,05/20,13,35500,53.5,1.43,0,0,0.0,0.0,-13,-34730,-52.3,-1.4,-2,-362,-4.25,-0.01
00763U,期街口道瓊銅,33.11,-0.45,-1.34,26W21,05/20,12,7588,10.7,13.9,0,0,0.0,0.0,-1,-712,-27.8,-1.31,-1,-693,-27.0,-1.27
00902,中信電池及儲能,15.92,-0.07,-0.44,26W21,05/20,11,35520,24.5,14.8,0,0,0.0,0.0,2,3508,18.2,1.46,11,69298,47.8,28.9
9933,中鼎,38.75,1.4,3.75,26W21,05/20,11,58575,16.2,6.51,1,329,2.36,0.04,1,1083,7.77,0.12,11,59577,16.5,6.62
00897,富邦基因免疫生技,9.44,0.01,0.11,26W21,05/20,10,11651,31.2,7.59,0,0,0.0,0.0,-1,-249,-14.7,-0.16,23,31389,33.8,20.4
00901,永豐智能車供應鏈,39.26,-0.16,-0.41,26W21,05/20,10,3842,16.0,5.88,0,0,0.0,0.0,-1,-78,-2.83,-0.12,10,3279,13.6,5.02
00943,兆豐電子高息等權,19.84,0.18,0.92,26W21,05/20,10,10988,52.8,25.6,0,0,0.0,0.0,-6,-2609,-23.9,-6.08,11,9724,45.2,22.7
009817,國泰日本不動產,8.92,-0.07,-0.78,26W21,05/20,10,31863,18.5,11.2,0,0,0.0,0.0,7,12191,13.1,4.29,8,31906,28.5,11.2
00984B,大華優利美A債15,16.02,-0.09,-0.56,26W21,05/20,10,73715,40.6,40.4,0,0,0.0,0.0,1,1965,23.0,1.08,3,20962,53.6,11.5
2379,瑞昱,567.0,12.0,2.16,26W21,05/20,10,41172,22.4,7.99,-6,-6620,-5.37,-1.28,1,48,0.37,0.01,10,24817,13.5,4.81
00885,富邦越南,19.1,-0.22,-1.14,26W21,05/20,9,52364,24.9,7.94,0,0,0.0,0.0,8,41242,21.9,6.26,8,93514,49.7,14.2
00915,凱基優選高股息30,27.0,0.17,0.63,26W21,05/20,9,60843,17.2,9.92,0,0,0.0,0.0,63,952443,45.2,155.0,63,1106395,52.5,180.0
2301,光寶科,204.0,-2.5,-1.21,26W21,05/20,9,194464,15.1,8.39,1,449,0.62,0.02,1,86,0.12,0.0,9,155345,12.1,6.71
2438,翔耀,21.5,-0.15,-0.69,26W21,05/20,9,676,7.34,0.95,0,0,0.0,0.0,1,0,0.0,0.0,9,678,7.36,0.95
2867,三商壽,7.7,-0.05,-0.65,26W21,05/20,9,119091,33.9,2.02,0,0,0.0,0.0,3,6178,5.98,0.1,9,124813,35.6,2.12
2886,兆豐金,40.3,-0.35,-0.86,26W21,05/20,9,166199,16.2,1.12,1,221,0.18,0.0,-4,-7111,-1.66,-0.05,4,40534,9.44,0.27
00655L,國泰中國A50正2,35.63,0.16,0.45,26W21,05/20,8,3480,6.89,4.8,0,0,0.0,0.0,-1,-283,-7.21,-0.39,16,28087,20.0,38.8
00714,群益道瓊美國地產,21.38,0.08,0.38,26W21,05/20,8,1505,26.8,6.82,0,0,0.0,0.0,-2,-415,-31.0,-1.88,20,3904,21.6,17.7
00740B,富邦全球投等債,37.83,-0.22,-0.58,26W21,05/20,8,48341,47.2,2.32,0,0,0.0,0.0,-12,-86007,-38.5,-4.13,1,102,1.97,0.0
00755B,群益投資級公用債,31.9,-0.18,-0.56,26W21,05/20,8,1430,23.0,0.51,-3,-1238,-40.1,-0.44,3,142,4.59,0.05,-3,-42,-1.37,-0.01
00772B,中信高評級公司債,32.93,-0.16,-0.48,26W21,05/20,8,51452,45.9,1.49,0,0,0.0,0.0,1,1934,15.8,0.06,39,181131,36.8,5.23
00773B,中信優先金融債,35.15,-0.16,-0.45,26W21,05/20,8,16303,38.2,0.64,0,0,0.0,0.0,1,1206,27.8,0.05,29,38451,22.7,1.5
00908,富邦入息REITs+,14.18,-0.04,-0.28,26W21,05/20,8,2600,34.4,7.04,0,0,0.0,0.0,-1,-241,-39.0,-0.65,7,1977,30.9,5.36
00923,群益台ESG低碳50,36.52,-0.22,-0.6,26W21,05/20,8,38876,16.8,4.58,0,0,0.0,0.0,-1,-270,-2.59,-0.03,7,112087,52.8,13.2
00948B,中信優息投資級債,9.26,-0.05,-0.54,26W21,05/20,8,158009,46.8,4.02,0,0,0.0,0.0,1,4930,14.6,0.13,43,1463275,55.8,37.2
00950B,凱基A級公司債,13.82,-0.07,-0.5,26W21,05/20,8,78993,38.9,1.94,0,0,0.0,0.0,-11,-65994,-13.7,-1.62,2,14817,29.4,0.36
