代號,名稱,成交,漲跌 價,漲跌 幅,法人 買賣 日期,外資 連續 買賣 日數,外資 連續 買賣 張數,外資 連續 買賣 佔 成交 (%),外資 連續 買賣 佔發 行量 (%),投信 連續 買賣 日數,投信 連續 買賣 張數,投信 連續 買賣 佔 成交 (%),投信 連續 買賣 佔發 行量 (%),自營 商 連續 買賣 日數,自營 商 連續 買賣 張數,自營 商 連續 買賣 佔 成交 (%),自營 商 連續 買賣 佔發 行量 (%),三大 法人 連續 買賣 日數,三大 法人 連續 買賣 張數,三大 法人 連續 買賣 佔 成交 (%),三大 法人 連續 買賣 佔發 行量 (%)
00931B,統一美債20年,13.69,0.06,0.44,07/03,34,84693,50.8,4.0,0,0,0.0,0.0,-3,-1336,-18.5,-0.06,34,102130,61.2,4.83
00696B,富邦美債20年,29.48,0.1,0.34,07/03,17,65318,69.0,9.93,0,0,0.0,0.0,-13,-15995,-18.4,-2.43,1,111,6.34,0.02
00756B,群益投等新興公債,32.07,0.1,0.31,07/03,17,188010,98.7,12.5,0,0,0.0,0.0,-4,-160,-21.8,-0.01,1,15,12.6,0.0
00983A,主動中信ARK創新,12.43,-0.01,-0.08,07/03,16,36058,38.2,29.6,0,0,0.0,0.0,43,75582,39.5,62.1,44,137799,67.1,113.0
6414,樺漢,375.5,2.0,0.54,07/03,13,8293,45.4,5.68,1,1,0.18,0.0,-6,-311,-4.98,-0.21,7,1647,21.3,1.13
00862B,中信投資級公司債,32.03,0.17,0.53,07/03,12,1642,31.4,0.19,0,0,0.0,0.0,-3,-441,-27.1,-0.05,12,774,14.8,0.09
8446,華研,88.5,1.0,1.14,07/03,12,165,20.4,0.31,0,0,0.0,0.0,0,0,0.0,0.0,12,165,20.4,0.31
2755,揚秦,139.0,1.0,0.72,07/03,11,133,16.0,0.36,0,0,0.0,0.0,-5,-146,-32.6,-0.39,-4,-57,-14.7,-0.15
00652,富邦印度,33.48,0.25,0.75,07/03,10,1468,31.4,2.22,0,0,0.0,0.0,-1,-37,-4.22,-0.06,11,2115,42.5,3.2
1714,和桐,22.75,2.05,9.9,07/03,10,17098,12.7,1.72,0,0,0.0,0.0,3,482,1.29,0.05,10,18863,14.0,1.9
6568,宏觀,162.5,1.5,0.93,07/03,10,248,11.9,0.81,0,0,0.0,0.0,-3,-22,-6.2,-0.07,2,14,6.77,0.05
4766,南寶,370.5,10.0,2.77,07/03,9,2739,41.2,2.27,2,239,15.5,0.2,4,38,1.35,0.03,9,2908,43.7,2.41
6492,生華科,44.5,1.5,3.49,07/03,9,299,26.7,0.33,0,0,0.0,0.0,-1,0,-0.01,0.0,9,300,26.7,0.33
7610,聯友金屬-創,2550.0,55.0,2.2,07/03,9,586,21.9,1.21,0,0,0.0,0.0,0,0,0.0,0.0,9,564,21.1,1.16
7803,雲象科技-創,23.8,-0.15,-0.63,07/03,9,393,19.1,0.42,0,0,0.0,0.0,3,10,1.09,0.01,9,403,19.6,0.43
00753L,中信中國50正2,8.46,0.06,0.71,07/03,8,9717,6.2,1.26,0,0,0.0,0.0,1,390,2.84,0.05,3,5394,13.5,0.7
00857B,永豐20年美公債,23.38,0.08,0.34,07/03,8,12678,61.9,2.33,0,0,0.0,0.0,1,217,37.2,0.04,8,15555,76.0,2.86
00864B,中信美國公債0-1,46.5,0.12,0.26,07/03,8,3264,32.5,3.09,0,0,0.0,0.0,-4,-899,-22.4,-0.85,2,469,28.0,0.44
00968B,元大優息投等債,9.39,0.04,0.43,07/03,8,11925,39.1,1.64,0,0,0.0,0.0,-2,-1055,-17.0,-0.14,8,21566,70.8,2.96
1314,中石化,9.88,0.89,9.9,07/03,8,120053,18.5,3.17,0,0,0.0,0.0,2,2112,0.51,0.06,8,121563,18.7,3.21
3083,網龍,28.4,0.3,1.07,07/03,8,118,10.9,0.14,0,0,0.0,0.0,1,0,0.01,0.0,8,118,10.9,0.14
3533,嘉澤,2175.0,0.0,0.0,07/03,8,1196,18.5,1.06,-4,-1093,-29.3,-0.97,4,53,1.42,0.05,-4,-334,-8.97,-0.3
3624,光頡,155.0,1.5,0.98,07/03,8,3879,27.7,3.31,0,0,0.0,0.0,8,344,2.46,0.29,5,2145,37.0,1.83
4933,友輝,68.4,1.3,1.94,07/03,8,284,16.9,0.34,0,0,0.0,0.0,-1,-4,-1.84,0.0,8,277,16.5,0.33
7780,大研生醫*,18.35,0.3,1.66,07/03,8,1824,19.3,0.23,0,0,0.0,0.0,1,4,0.34,0.0,8,1693,17.9,0.21
8462,柏文,147.0,2.5,1.73,07/03,8,488,34.7,0.61,0,0,0.0,0.0,-1,-1,-0.49,0.0,8,491,34.9,0.61
00910,第一金太空衛星,64.8,0.2,0.31,07/03,7,4261,20.8,3.22,0,0,0.0,0.0,4,1000,13.0,0.75,7,5330,26.0,4.02
00985A,主動野村台灣50,22.5,0.03,0.13,07/03,7,4994,13.2,1.07,0,0,0.0,0.0,4,3738,20.7,0.8,5,7526,29.8,1.61
2428,興勤,342.0,31.0,9.97,07/03,7,1918,11.5,1.5,0,0,0.0,0.0,1,105,2.31,0.08,7,2000,11.9,1.56
5468,凱鈺,33.6,0.0,0.0,07/03,7,220,6.12,0.37,0,0,0.0,0.0,0,0,0.0,0.0,7,219,6.1,0.37
5508,永信建,57.6,0.5,0.88,07/03,7,875,18.7,0.4,0,0,0.0,0.0,-1,-11,-1.12,-0.01,7,855,18.3,0.39
5536,聖暉*,1430.0,0.0,0.0,07/03,7,1545,21.0,1.25,-6,-917,-14.5,-0.74,-1,-18,-2.57,-0.01,4,752,20.3,0.61
006205,富邦上証,41.44,0.16,0.39,07/03,6,1057,23.6,1.1,-1,-400,-44.9,-0.42,1,520,58.4,0.54,5,587,16.4,0.61
00712,復華富時不動產,8.8,0.04,0.46,07/03,6,51811,26.7,0.97,0,0,0.0,0.0,7,63226,30.4,1.19,8,125116,53.7,2.35
00761B,國泰A級公司債,34.93,0.16,0.46,07/03,6,1528,52.7,0.06,0,0,0.0,0.0,-3,-1185,-65.8,-0.04,2,73,5.8,0.0
1618,合機,41.7,0.95,2.33,07/03,6,852,20.3,0.44,0,0,0.0,0.0,1,6,0.64,0.0,6,845,20.1,0.44
2305,全友,38.8,1.2,3.19,07/03,6,1026,8.71,0.5,0,0,0.0,0.0,-5,-65,-0.8,-0.03,3,308,6.34,0.15
2353,宏碁,32.9,0.9,2.81,07/03,6,44119,21.3,1.45,-12,-49406,-9.83,-1.62,2,691,1.28,0.02,-3,-11298,-12.3,-0.37
2466,冠西電,86.2,7.8,9.95,07/03,6,2728,11.7,1.57,0,0,0.0,0.0,2,7,0.09,0.0,6,2735,11.7,1.58
2603,長榮,195.0,9.5,5.12,07/03,6,19378,19.0,0.9,1,116,0.47,0.01,1,644,2.57,0.03,1,7417,29.6,0.34
3003,健和興,65.3,-0.2,-0.31,07/03,6,786,15.7,0.5,0,0,0.0,0.0,-4,-1,-0.06,0.0,6,760,15.1,0.49
3036,文曄,221.5,4.0,1.84,07/03,6,16347,26.2,1.29,-7,-24300,-34.1,-1.91,3,545,1.59,0.04,-5,-8547,-16.4,-0.67
3484,崧騰,53.0,1.4,2.71,07/03,6,376,10.6,0.48,0,0,0.0,0.0,6,8,0.23,0.01,6,384,10.9,0.49
3645,達邁,93.7,2.1,2.29,07/03,6,1093,12.8,0.8,0,0,0.0,0.0,-1,-14,-0.76,-0.01,5,1056,15.9,0.77
4155,訊映,15.5,0.2,1.31,07/03,6,690,28.8,0.48,0,0,0.0,0.0,0,0,0.0,0.0,6,689,28.8,0.48
4923,力士,61.1,-0.4,-0.65,07/03,6,171,5.56,0.49,0,0,0.0,0.0,-2,-14,-1.54,-0.04,4,90,4.78,0.25
5302,太欣,14.05,1.25,9.77,07/03,6,1070,11.9,0.67,0,0,0.0,0.0,1,1,0.02,0.0,6,1089,12.1,0.68
5425,台半,131.0,-2.5,-1.87,07/03,6,6305,13.0,2.39,0,0,0.0,0.0,4,1689,5.73,0.64,6,6653,13.7,2.52
6129,普誠,19.15,-0.85,-4.25,07/03,6,1612,10.3,0.89,0,0,0.0,0.0,-1,0,-0.01,0.0,6,1612,10.3,0.89
6161,捷波,53.7,0.5,0.94,07/03,6,249,23.6,0.44,0,0,0.0,0.0,0,0,0.0,0.0,6,247,23.4,0.44
6188,廣明,80.3,0.3,0.38,07/03,6,5952,32.0,2.14,-6,-6430,-34.5,-2.31,2,47,0.71,0.02,2,188,2.83,0.07
6239,力成,338.0,4.5,1.35,07/03,6,21580,14.4,2.84,-6,-15620,-10.4,-2.06,1,113,0.62,0.01,1,732,4.01,0.1
7730,暉盛-創,191.5,1.0,0.52,07/03,6,35,6.4,0.1,0,0,0.0,0.0,1,0,0.42,0.0,6,31,5.64,0.08
8033,雷虎,204.5,18.5,9.95,07/03,6,19005,13.3,11.5,0,0,0.0,0.0,1,40,0.36,0.02,6,19537,13.6,11.9
8050,廣積,55.9,1.7,3.14,07/03,6,764,19.6,0.37,0,0,0.0,0.0,1,3,0.41,0.0,2,356,28.1,0.17
8091,翔名,293.5,7.0,2.44,07/03,6,1047,10.5,1.89,0,0,0.0,0.0,3,56,1.08,0.1,3,661,12.7,1.19
8109,博大,140.5,12.5,9.77,07/03,6,331,17.2,0.4,0,0,0.0,0.0,2,43,3.85,0.05,6,364,18.9,0.44
8240,華宏,52.6,0.1,0.19,07/03,6,311,14.7,0.31,0,0,0.0,0.0,1,0,0.14,0.0,6,276,13.0,0.28
00403A,主動統一升級50,11.14,0.0,0.0,07/03,5,263482,20.3,1.7,0,0,0.0,0.0,5,223488,17.2,1.44,5,486970,37.5,3.14
00645,富邦日本,57.45,0.3,0.52,07/03,5,8,0.95,0.02,0,0,0.0,0.0,-1,-36,-37.1,-0.08,-1,-36,-37.0,-0.08
00653L,富邦印度正2,47.78,1.03,2.2,07/03,5,153,15.5,0.96,0,0,0.0,0.0,-1,-10,-3.23,-0.06,9,596,36.1,3.75
00662,富邦NASDAQ,121.55,-0.65,-0.53,07/03,5,10005,41.0,1.17,0,0,0.0,0.0,-17,-49798,-45.9,-5.81,-2,-3324,-52.7,-0.39
00717,富邦美國特別股,14.91,0.08,0.54,07/03,5,215,48.0,0.17,0,0,0.0,0.0,-1,-27,-16.2,-0.02,8,611,63.5,0.48
00736,國泰新興市場,31.33,0.22,0.71,07/03,5,274,40.9,4.4,0,0,0.0,0.0,-10,-446,-34.0,-7.17,1,4,2.95,0.06
00737,國泰AI機器人,39.38,0.21,0.54,07/03,5,158,17.6,0.7,0,0,0.0,0.0,-2,-73,-19.1,-0.32,-1,-13,-7.31,-0.06
00760B,復華新興企業債,54.5,0.25,0.46,07/03,5,9,1.69,0.0,0,0,0.0,0.0,-1,0,-0.2,0.0,7,59,7.52,0.01
00770,國泰北美科技,67.35,-1.05,-1.54,07/03,5,154,10.9,0.19,0,0,0.0,0.0,-2,-46,-10.7,-0.06,-1,-42,-32.1,-0.05
00853B,統一美債10年Aa-A,27.96,0.09,0.32,07/03,5,655,11.7,0.36,0,0,0.0,0.0,-3,-135,-4.25,-0.07,34,2489,6.53,1.36
00900,富邦特選高股息30,19.51,0.14,0.72,07/03,5,8173,28.1,0.49,0,0,0.0,0.0,5,10868,37.4,0.66,5,19041,65.5,1.15
00918,大華優利高填息30,31.95,0.13,0.41,07/03,5,28460,17.8,0.8,0,0,0.0,0.0,5,44198,27.6,1.24,5,72658,45.4,2.04
00949,復華日本龍頭,20.99,0.26,1.25,07/03,5,748,17.8,0.42,0,0,0.0,0.0,8,3454,51.9,1.93,8,4233,63.6,2.37
00971,野村美國研發龍頭,17.07,0.04,0.23,07/03,5,67,2.94,0.11,0,0,0.0,0.0,18,3442,46.6,5.67,65,26315,56.9,43.4
009801,中信美國創新科技,12.23,-0.09,-0.73,07/03,5,107,3.39,0.11,0,0,0.0,0.0,1,411,67.6,0.41,1,448,73.7,0.44
00980T,平衡凱基美國TOP,11.41,0.06,0.53,07/03,5,28,0.9,0.04,0,0,0.0,0.0,5,685,22.1,0.94,5,713,23.0,0.98
009811,統一美國50,12.95,0.05,0.39,07/03,5,1225,10.6,0.47,0,0,0.0,0.0,8,12978,59.9,4.97,10,17297,60.6,6.63
009813,貝萊德標普卓越50,11.03,0.02,0.18,07/03,5,3153,22.1,0.85,0,0,0.0,0.0,6,12160,52.5,3.29,10,18481,43.7,5.0
009814,富邦標普500,11.14,0.03,0.27,07/03,5,560,8.03,0.37,0,0,0.0,0.0,8,4800,44.1,3.17,8,5454,50.1,3.6
00982A,主動群益台灣強棒,25.51,0.18,0.71,07/03,5,19275,13.3,0.9,0,0,0.0,0.0,3,25834,27.9,1.2,5,40789,28.2,1.9
00987A,主動台新優勢成長,17.44,0.12,0.69,07/03,5,2837,17.9,1.66,0,0,0.0,0.0,5,3467,21.9,2.03,5,6304,39.8,3.69
00994A,主動第一金台股優,18.26,0.07,0.38,07/03,5,4450,14.1,1.5,0,0,0.0,0.0,5,10437,33.1,3.52,5,14887,47.3,5.03
1316,上曜,10.95,0.4,3.79,07/03,5,2100,22.3,0.56,0,0,0.0,0.0,-1,-6,-0.13,0.0,5,2094,22.2,0.56
1336,台翰,15.0,0.3,2.04,07/03,5,42,6.23,0.05,0,0,0.0,0.0,1,0,0.02,0.0,5,42,6.17,0.05
1413,宏洲,9.56,0.21,2.25,07/03,5,10,4.24,0.01,0,0,0.0,0.0,0,0,0.0,0.0,5,10,4.24,0.01
1436,華友聯,45.6,0.35,0.77,07/03,5,604,13.5,0.31,0,0,0.0,0.0,0,0,0.0,0.0,5,603,13.5,0.31
1438,三地開發,22.5,-0.2,-0.88,07/03,5,24,10.4,0.02,0,0,0.0,0.0,1,4,9.61,0.0,5,27,11.7,0.02
1441,大東,9.69,0.31,3.3,07/03,5,32,9.92,0.04,0,0,0.0,0.0,1,2,2.17,0.0,5,34,10.5,0.05
1454,台富,13.05,0.15,1.16,07/03,5,20,13.8,0.02,0,0,0.0,0.0,1,2,4.56,0.0,1,10,22.8,0.01
1468,昶和,12.25,0.15,1.24,07/03,5,32,12.1,0.02,0,0,0.0,0.0,0,0,0.0,0.0,5,31,11.7,0.02
1524,耿鼎,29.65,0.55,1.89,07/03,5,541,25.6,0.33,0,0,0.0,0.0,-1,-1,-0.13,0.0,5,545,25.8,0.33
1539,巨庭,16.05,0.05,0.31,07/03,5,66,16.5,0.1,0,0,0.0,0.0,0,0,0.0,0.0,5,67,16.8,0.1
1558,伸興,91.9,1.1,1.21,07/03,5,88,28.7,0.14,0,0,0.0,0.0,-1,-1,-0.94,0.0,5,53,17.1,0.08
1584,精剛,20.1,1.2,6.35,07/03,5,2177,38.2,0.94,0,0,0.0,0.0,2,24,0.7,0.01,5,2198,38.5,0.95
1604,聲寶,23.5,0.3,1.29,07/03,5,1022,32.2,0.27,0,0,0.0,0.0,-2,-11,-0.81,0.0,5,1013,31.9,0.26
1702,南僑,32.55,1.05,3.33,07/03,5,570,37.9,0.19,0,0,0.0,0.0,-1,-1,-0.14,0.0,5,566,37.6,0.19
1732,毛寶,26.75,0.25,0.94,07/03,5,214,32.9,0.5,0,0,0.0,0.0,0,0,0.0,0.0,5,214,32.9,0.5
1735,日勝化,23.75,0.85,3.71,07/03,5,233,17.6,0.23,0,0,0.0,0.0,0,0,0.0,0.0,5,231,17.4,0.23
1760,寶齡富錦,63.0,2.1,3.45,07/03,5,356,30.8,0.42,0,0,0.0,0.0,1,1,0.2,0.0,5,357,30.9,0.42
1777,生泰,72.7,1.2,1.68,07/03,5,20,13.9,0.04,0,0,0.0,0.0,0,0,0.0,0.0,5,20,13.9,0.04
1805,寶徠,10.4,0.05,0.48,07/03,5,130,25.5,0.1,0,0,0.0,0.0,0,0,0.0,0.0,5,136,26.7,0.1
1806,冠軍,8.51,0.28,3.4,07/03,5,991,28.5,0.25,0,0,0.0,0.0,-2,-5,-0.17,0.0,5,990,28.5,0.25
1810,和成,23.25,2.1,9.93,07/03,5,7782,20.3,2.57,1,42,0.21,0.01,1,0,0.0,0.0,5,7929,20.7,2.62
2022,聚亨,8.2,0.12,1.49,07/03,5,1191,22.7,0.35,0,0,0.0,0.0,0,0,0.0,0.0,5,1191,22.7,0.35
2062,橋椿,19.25,0.15,0.79,07/03,5,363,39.2,0.18,0,0,0.0,0.0,-2,-2,-0.45,0.0,5,361,39.0,0.18
2102,泰豐,18.8,0.45,2.45,07/03,5,469,26.9,0.1,0,0,0.0,0.0,0,0,0.0,0.0,5,467,26.8,0.1
2109,華豐,14.95,0.25,1.7,07/03,5,332,23.9,0.12,0,0,0.0,0.0,1,2,0.32,0.0,5,334,24.0,0.12
2254,巨鎧精密-創,59.3,-0.4,-0.67,07/03,5,11,34.1,0.02,0,0,0.0,0.0,1,2,16.7,0.0,1,3,25.0,0.0
2301,光寶科,219.0,-2.5,-1.13,07/03,5,17375,18.2,0.75,-13,-28898,-8.16,-1.25,5,1639,1.72,0.07,5,13207,13.8,0.57
2359,所羅門,142.0,-4.5,-3.07,07/03,5,2347,8.29,1.37,0,0,0.0,0.0,-1,-104,-0.77,-0.06,5,2423,8.56,1.41
2371,大同,28.0,0.55,2.0,07/03,5,10067,19.9,0.47,3,1089,3.49,0.05,-4,-466,-1.15,-0.02,5,10924,21.6,0.51
2390,云辰,13.25,1.2,9.96,07/03,5,1680,25.1,0.87,0,0,0.0,0.0,2,27,0.58,0.01,5,1711,25.6,0.89
2395,研華,521.0,11.0,2.16,07/03,5,3362,24.2,0.39,2,122,3.05,0.01,5,131,0.94,0.02,5,3621,26.1,0.42
2397,友通,61.1,2.4,4.09,07/03,5,685,34.6,0.6,0,0,0.0,0.0,1,1,0.12,0.0,5,686,34.6,0.6
2421,建準,149.0,1.0,0.68,07/03,5,1694,18.1,0.59,2,4,0.14,0.0,2,25,0.84,0.01,5,1935,20.7,0.67
2442,新美齊,19.7,0.35,1.81,07/03,5,1564,26.7,0.48,0,0,0.0,0.0,-1,-2,-0.1,0.0,5,1561,26.6,0.48
2516,新建,14.1,0.15,1.08,07/03,5,153,17.1,0.07,0,0,0.0,0.0,1,1,0.47,0.0,5,154,17.2,0.07
2608,嘉里大榮,29.2,0.35,1.21,07/03,5,371,33.8,0.08,0,0,0.0,0.0,-1,-4,-1.04,0.0,5,362,33.0,0.08
2611,志信,14.3,0.55,4.0,07/03,5,510,23.6,0.27,0,0,0.0,0.0,0,0,0.0,0.0,5,510,23.6,0.27
2613,中櫃,22.35,0.55,2.52,07/03,5,268,18.6,0.18,0,0,0.0,0.0,0,0,0.0,0.0,5,265,18.4,0.18
2706,第一店,12.65,0.05,0.4,07/03,5,174,22.0,0.03,0,0,0.0,0.0,0,0,0.0,0.0,5,170,21.7,0.03
2743,山富,67.3,1.1,1.66,07/03,5,95,26.8,0.2,0,0,0.0,0.0,-1,0,-0.08,0.0,5,94,26.4,0.2
2852,第一保,26.85,0.2,0.75,07/03,5,750,39.4,0.25,0,0,0.0,0.0,0,0,0.0,0.0,2,363,47.5,0.12
2883,凱基金,28.45,0.55,1.97,07/03,5,82749,17.8,0.45,-6,-18227,-3.4,-0.1,2,2257,1.74,0.01,5,65411,14.1,0.35
3013,晟銘電,111.5,2.0,1.83,07/03,5,1140,17.2,0.56,0,0,0.0,0.0,2,65,2.33,0.03,5,1239,18.7,0.6
3017,奇鋐,2760.0,20.0,0.73,07/03,5,3288,14.2,0.84,7,2737,8.14,0.7,-1,-59,-1.27,-0.02,5,5846,25.2,1.49
3029,零壹,102.5,0.5,0.49,07/03,5,1395,23.1,0.84,-1,-3,-0.2,0.0,-1,-1,-0.06,0.0,2,1127,30.0,0.67
3050,鈺德,12.9,0.3,2.38,07/03,5,696,16.6,0.45,0,0,0.0,0.0,-1,-1,-0.09,0.0,5,701,16.7,0.45
3176,基亞,35.35,1.4,4.12,07/03,5,828,25.1,0.59,0,0,0.0,0.0,0,0,0.0,0.0,5,828,25.1,0.59
3206,志豐,38.65,-0.2,-0.51,07/03,5,67,10.7,0.11,0,0,0.0,0.0,-1,-1,-0.69,0.0,5,67,10.7,0.11
3218,大學光,141.5,5.0,3.66,07/03,5,494,24.6,0.58,-4,-7,-0.45,-0.01,2,13,1.13,0.02,5,501,25.0,0.59
