排名,代號,名稱,成交,漲跌 價,漲跌 幅,成交 張數,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2409,友達,29.35,-2.35,-7.41,505399,07/07,3725,220,2831,5814,9604,9679.0,20693.0,16939.0,22742.0,23215.0
2,1312,國喬,13.9,-0.25,-1.77,22000,07/07,479,2011,3773,5000,5479,5549.0,5576.0,5524.0,5576.0,5466.0
3,1718,中纖,14.95,-0.25,-1.64,32381,07/07,-6204,5289,6402,4825,7171,3480.0,7261.0,7227.0,7258.0,7230.0
4,3481,群創,64.2,-5.0,-7.23,736170,07/07,1189,3309,2141,3035,4412,9522.0,8347.0,-24219.0,7985.0,1036.0
5,00981A,主動統一台股增長,29.84,-1.36,-4.36,336843,07/07,1349,1532,1416,2282,3724,2479.0,3868.0,2150.0,4518.0,2147.0
6,6116,彩晶,17.15,-1.05,-5.77,81023,07/07,1414,1762,978,2236,4142,46.0,12249.0,10720.0,12182.0,12052.0
7,00631L,元大台灣50正2,37.19,-1.56,-4.03,363738,07/07,1404,1913,1214,1732,4981,5372.0,13045.0,19299.0,16519.0,19517.0
8,3702,大聯大,109.0,-1.0,-0.91,9681,07/07,-164,229,633,1522,1632,3140.0,2733.0,3185.0,3174.0,3186.0
9,4927,泰鼎-KY,42.0,-4.4,-9.48,11603,07/07,532,532,583,1190,1203,1166.0,1042.0,211.0,1181.0,339.0
10,1314,中石化,9.77,-0.63,-6.06,173041,07/07,-360,-464,866,1007,1022,972.0,980.0,867.0,937.0,915.0
11,2436,偉詮電,70.3,-7.4,-9.52,7458,07/07,-58,538,600,912,907,-384.0,931.0,897.0,-426.0,895.0
12,1714,和桐,18.85,-2.05,-9.81,78200,07/07,889,812,857,809,14,1371.0,1425.0,1426.0,1396.0,1422.0
13,6547,高端疫苗,47.25,-0.75,-1.56,2450,07/07,-10,490,616,793,790,956.0,741.0,2020.0,1908.0,2008.0
14,00632R,元大台灣50反1,10.18,0.26,2.62,170736,07/07,1059,715,933,747,471,2759.0,1288.0,3148.0,5037.0,3045.0
15,2484,希華,87.1,-8.7,-9.08,85220,07/07,-525,-1084,-696,709,878,1089.0,1157.0,1190.0,1192.0,1190.0
16,2313,華通,218.0,-17.0,-7.23,29231,07/07,523,592,506,683,-129,911.0,40.0,-459.0,-115.0,-69.0
17,00997A,主動群益美國增長,12.53,-0.61,-4.64,61959,07/07,679,679,679,679,652,674.0,,,,
18,1711,永光,43.3,-4.05,-8.55,13967,07/07,-14,13,238,628,612,-848.0,709.0,570.0,768.0,770.0
19,6182,合晶,145.5,-10.5,-6.73,111866,07/07,-922,-1744,-517,625,-1080,570.0,2204.0,1167.0,2260.0,1273.0
20,2231,為升,116.0,-7.5,-6.07,3526,07/07,114,206,396,617,648,643.0,574.0,520.0,671.0,522.0
21,2377,微星,137.0,-5.5,-3.86,11732,07/07,6,-66,-84,587,691,907.0,1107.0,874.0,1032.0,895.0
22,2498,宏達電,44.25,-0.75,-1.67,9654,07/07,-25,102,211,576,586,324.0,303.0,-1546.0,-353.0,-2284.0
23,6168,宏齊,28.4,-1.5,-5.02,5407,07/07,15,79,87,546,463,568.0,378.0,559.0,569.0,559.0
24,00753L,中信中國50正2,8.67,-0.04,-0.46,20737,07/07,91,279,378,532,341,0.0,-507.0,-2280.0,-2473.0,-1664.0
25,3260,威剛,404.0,-6.5,-1.58,8699,07/07,46,47,114,490,600,724.0,-1132.0,-1813.0,1049.0,-1798.0
26,6290,良維,301.0,-22.0,-6.81,7612,07/07,94,313,451,470,491,306.0,298.0,178.0,252.0,145.0
27,5371,中光電,91.8,-10.2,-10.0,48225,07/07,-414,47,527,441,712,660.0,771.0,420.0,771.0,356.0
28,1586,和勤,19.15,-0.7,-3.53,477,07/07,209,222,225,425,644,967.0,967.0,967.0,960.0,967.0
29,00685L,群益臺灣加權正2,12.23,-0.52,-4.08,1219968,07/07,422,422,422,422,374,395.0,382.0,361.0,176.0,289.0
30,4919,新唐,164.0,-10.0,-5.75,12480,07/07,377,357,387,419,43,-2218.0,984.0,1575.0,1554.0,1601.0
31,8105,凌巨,20.55,-1.4,-6.38,8406,07/07,-102,116,-347,415,370,359.0,468.0,29.0,549.0,461.0
32,2485,兆赫,50.0,-3.1,-5.84,6141,07/07,30,-2,3,405,172,69.0,944.0,-152.0,871.0,-300.0
33,6213,聯茂,379.0,-17.0,-4.29,44610,07/07,-14,-40,270,403,185,176.0,-143.0,-122.0,240.0,-138.0
34,2466,冠西電,92.6,-2.2,-2.32,8405,07/07,198,211,209,401,423,428.0,391.0,286.0,-3.0,290.0
35,4123,晟德,39.5,-0.3,-0.75,2545,07/07,-5,15,295,353,441,98.0,1655.0,1374.0,1619.0,1326.0
36,00664R,國泰臺灣加權反1,1.65,0.04,2.48,23084,07/07,135,123,57,345,-1530,360.0,46.0,294.0,315.0,309.0
37,1326,台化,63.3,-4.3,-6.36,52451,07/07,-125,-311,87,341,475,403.0,372.0,-334.0,405.0,-317.0
38,8112,至上,90.2,0.7,0.78,20154,07/07,2,339,339,339,-205,-170.0,286.0,-519.0,249.0,-528.0
39,1409,新纖,31.7,1.45,4.79,205543,07/07,152,-192,223,335,398,350.0,503.0,415.0,510.0,412.0
40,3026,禾伸堂,867.0,-96.0,-9.97,12818,07/07,214,162,332,333,306,284.0,365.0,396.0,404.0,395.0
41,4714,永捷,12.0,-0.75,-5.88,1855,07/07,162,183,308,325,401,642.0,644.0,639.0,631.0,628.0
42,00405A,主動富邦台灣龍耀,8.65,-0.5,-5.46,286916,07/07,417,388,347,317,492,569.0,,,,
43,00406A,主動中信台灣收益,9.86,-0.37,-3.62,37202,07/07,299,299,302,302,312,,,,,
44,2451,創見,256.0,-14.5,-5.36,4639,07/07,21,-12,-60,299,309,-560.0,253.0,116.0,309.0,143.0
45,6197,佳必琪,360.0,-12.5,-3.36,6637,07/07,2,13,128,299,170,-17.0,283.0,260.0,299.0,282.0
46,6414,樺漢,400.0,16.0,4.17,3997,07/07,159,188,240,298,-128,409.0,222.0,364.0,393.0,367.0
47,6525,捷敏-KY,221.0,20.0,9.95,8085,07/07,63,74,278,293,257,297.0,298.0,297.0,298.0,297.0
48,4967,十銓,249.5,-11.5,-4.41,2557,07/07,-18,217,253,283,131,-358.0,-887.0,-1363.0,383.0,-1574.0
49,2351,順德,213.5,-14.5,-6.36,14718,07/07,84,262,254,274,325,289.0,-881.0,416.0,374.0,418.0
50,2312,金寶,34.1,-1.45,-4.08,19621,07/07,53,80,22,272,1614,530.0,1565.0,1245.0,1564.0,1237.0
51,5464,霖宏,101.0,-2.5,-2.42,581,07/07,-1,16,58,272,736,1104.0,2706.0,2704.0,2689.0,2704.0
52,2329,華泰,51.7,-2.9,-5.31,7483,07/07,248,250,248,263,246,486.0,408.0,-387.0,-1162.0,-354.0
53,8150,南茂,109.0,-6.5,-5.63,94704,07/07,-60,142,85,260,464,107.0,339.0,97.0,446.0,192.0
54,1301,台塑,57.3,-3.1,-5.13,47905,07/07,-143,-291,-219,246,231,-243.0,194.0,-180.0,135.0,-359.0
