"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
"1","5274","信驊","櫃","09/02","","17725","+605","+3.53","803","14,316","17120","17120","18395","17120","7.45","118","86","","","","",""
"2","2059","川湖","市","09/02","","13865","-285","-2.01","439","6,096","14150","14220","14220","13600","4.38","76.4","39.14","","","","",""
"3","3008","大立光","市","09/02","","7810","+230","+3.03","2,294","17,860","7580","7470","7955","7460","6.53","41.5","5.33","","","","",""
"4","6515","穎崴","市","09/02","","7050","+140","+2.03","1,002","7,084","6910","6910","7370","6740","9.12","115","29.81","","","","",""
"5","7769","鴻勁","市","09/02","","5710","-160","-2.73","864","4,971","5870","5875","5875","5700","2.98","59","18.09","","","","",""
"6","3443","創意","市","09/02","","5895","-100","-1.67","1,160","6,894","5995","5955","6080","5860","3.67","151","58.67","","","","",""
"7","3653","健策","市","09/02","","5770","-115","-1.95","1,290","7,394","5885","5755","5850","5660","3.23","130","35.91","","","","",""
"8","2383","台光電","市","09/02","","5445","-195","-3.46","1,490","8,212","5640","5600","5670","5445","3.99","85.1","33.45","","","","",""
"9","6223","旺矽","櫃","09/02","","5290","-120","-2.22","1,010","5,436","5410","5410","5535","5260","5.08","113","32.59","","","","",""
"10","2454","聯發科","市","09/02","","4275","-40","-0.93","23,567","103,733","4315","4450","4565","4230","7.76","70.6","16.09","","","","",""
"11","3661","世芯-KY","市","09/02","","4200","-75","-1.75","1,632","6,922","4275","4260","4310","4180","3.04","61.6","6","","","","",""
"12","6510","精測","櫃","09/02","","3435","+310","+9.92","1,818","6,101","3125","3290","3435","3235","6.4","81","11.17","","","","",""
"13","3017","奇鋐","市","09/02","","3310","-100","-2.93","3,137","10,559","3410","3365","3490","3280","6.16","44.1","23.55","","","","",""
"14","3081","聯亞","櫃","09/02","","3395","-30","-0.88","3,371","11,707","3425","3425","3565","3375","5.55","292","66.56","","","","",""
"15","7734","印能科技","櫃","09/02","","2795","-85","-2.95","94","265","2880","2850","2850","2790","2.08","58.9","11.59","","","","",""
"16","6669","緯穎","市","09/02","","2610","-5","-0.19","10,870","29,111","7800","2790","2875","2585","11.1","8.37","3.55","","","","",""
"17","2330","台積電","市","09/02","","2385","-55","-2.25","25,151","60,261","2440","2415","2420","2385","1.43","27.6","9.61","","","","",""
"18","3131","弘塑","櫃","09/02","","2405","-75","-3.02","293","711","2480","2450","2460","2395","2.62","42.6","21.88","","","","",""
"19","3529","力旺","櫃","09/02","","2395","-245","-9.28","1,829","4,478","2640","2595","2600","2395","7.77","80.3","51.28","","","","",""
"20","7750","新代","市","09/02","","2300","-45","-1.92","199","456","2345","2295","2340","2240","4.26","39.5","12.27","","","","",""
"21","3665","貿聯-KY","市","09/02","","2170","-145","-6.26","3,400","7,453","2315","2200","2235","2165","3.02","39.8","8.54","","","","",""
"22","6805","富世達","市","09/02","","2110","-175","-7.66","1,239","2,654","2285","2240","2240","2110","5.69","45.1","17.31","","","","",""
"23","2345","智邦","市","09/02","","2140","-65","-2.95","3,470","7,445","2205","2145","2205","2105","4.54","33.6","17.33","","","","",""
"24","2360","致茂","市","09/02","","1975","-55","-2.71","1,235","2,447","2030","2000","2010","1955","2.71","50.4","25.36","","","","",""
"25","8299","群聯","櫃","09/02","","2065","-60","-2.82","3,169","6,571","2125","2100","2115","2060","2.59","9.46","4.47","","","","",""
"26","6442","光聖","市","09/02","","1795","+160","+9.79","5,148","8,954","1635","1645","1795","1640","9.48","53.1","10.78","","","","",""
"27","2308","台達電","市","09/02","","1730","-135","-7.24","15,977","28,174","1865","1815","1815","1730","4.56","55.1","15.3","","","","",""
"28","7828","創新服務","櫃","09/02","","1760","-50","-2.76","149","265","1810","1780","1810","1740","3.87","178","13.79","","","","",""
"29","3533","嘉澤","市","09/02","","1705","-40","-2.29","1,128","1,928","1745","1715","1745","1680","3.72","20.8","4.68","","","","",""
"30","7610","聯友金屬-創","市","09/02","","1520","-85","-5.3","447","692","1605","1595","1595","1520","4.67","43.6","23.7","","","","",""
"31","7751","竑騰","櫃","09/02","","1555","-105","-6.33","448","717","1660","1615","1685","1555","7.83","60.3","17.71","","","","",""
"32","5269","祥碩","市","09/02","","1460","-10","-0.68","646","946","1470","1475","1485","1445","2.72","15.6","3.02","","","","",""
"33","3491","昇達科","櫃","09/02","","1445","-35","-2.36","1,209","1,741","1480","1445","1465","1405","4.05","115","21.89","","","","",""
"34","6683","雍智科技","櫃","09/02","","1460","+130","+9.77","768","1,110","1330","1405","1460","1400","4.51","65.2","14.23","","","","",""
"35","1590","亞德客-KY","市","09/02","","1395","-50","-3.46","472","663","1445","1465","1465","1380","5.88","26.8","5.09","","","","",""
"36","3324","雙鴻","櫃","09/02","","1435","+60","+4.36","11,002","15,641","1375","1375","1465","1370","6.91","33.1","10.07","","","","",""
"37","6446","藥華藥","市","09/02","","1305","-5","-0.38","3,641","4,776","1310","1335","1345","1280","4.96","63.9","13.24","","","","",""
"38","5289","宜鼎","櫃","09/02","","1420","-30","-2.07","1,354","1,934","1450","1450","1450","1420","2.07","7.89","5.88","","","","",""
"39","6274","台燿","櫃","09/02","","1410","-40","-2.76","3,583","5,093","1450","1435","1460","1400","4.14","71.6","17.47","","","","",""
"40","6187","萬潤","櫃","09/02","","1340","-35","-2.55","1,991","2,730","1375","1360","1410","1335","5.45","69.5","15.32","","","","",""
"41","6640","均華","櫃","09/02","","1210","+90","+8.04","1,391","1,689","1120","1120","1230","1115","10.3","72.2","6.75","","","","",""
"42","8996","高力","市","09/02","","1265","+90","+7.66","4,591","5,674","1175","1165","1285","1155","11.1","85.2","22.97","","","","",""
"43","2368","金像電","市","09/02","","1175","-50","-4.08","6,247","7,384","1225","1210","1210","1160","4.08","42.2","14.42","","","","",""
"44","8046","南電","市","09/02","","1200","-25","-2.04","7,722","9,228","1225","1210","1225","1170","4.49","141","15.74","","","","",""
"45","6739","竹陞科技","櫃","09/02","","1120","-30","-2.61","128","147","1150","1130","1170","1120","4.35","47.4","25.33","","","","",""
"46","6781","AES-KY","市","09/02","","1115","-40","-3.46","562","641","1155","1145","1170","1115","4.76","26.4","5.38","","","","",""
"47","2404","漢唐","市","09/02","","1025","-75","-6.82","2,371","2,476","1100","1085","1085","1025","5.45","15.5","10.81","","","","",""
"48","3406","玉晶光","市","09/02","","1050","+45","+4.48","2,424","2,498","1005","970","1070","970","9.95","28.4","4.37","","","","",""
"49","6409","旭隼","市","09/02","","1005","-25","-2.43","312","317","1030","1035","1035","1005","2.91","38.9","11.15","","","","",""
"50","2357","華碩","市","09/02","","1010","0","0","3,736","3,754","1010","1000","1020","993","2.67","14.8","2.49","","","","",""
"51","8210","勤誠","市","09/02","","968","-22","-2.22","1,561","1,529","990","984","1010","963","4.75","25.4","9.73","","","","",""
"52","6488","環球晶","櫃","09/02","","967","-27","-2.72","7,323","7,068","994","976","982","951","3.12","46.9","4.78","","","","",""
"53","3037","欣興","市","09/02","","973","+2","+0.21","26,059","25,250","971","955","988","948","4.12","64.8","12.49","","","","",""
"54","6531","愛普*","市","09/02","","957","-1","-0.1","3,252","3,090","958","950","977","920","5.95","55.2","12.42","","","","",""
"55","7822","倍利科","市","09/02","","930","-10","-1.06","91","84.6","940","947","947","922","2.66","52.5","7.03","","","","",""
"56","5536","聖暉*","櫃","09/02","","823","-60","-6.8","1,372","1,157","883","880","880","823","6.46","20.6","6.15","","","","",""
"57","3189","景碩","市","09/02","","847","-27","-3.09","14,894","12,677","874","850","864","837","3.09","157","10.04","","","","",""
"58","3363","上詮","櫃","09/02","","780","-6","-0.76","6,859","5,430","786","786","818","757","7.76","","15.5","","","","",""
"59","4749","新應材","櫃","09/02","","787","-12","-1.5","752","599","799","805","808","787","2.63","61.1","7.06","","","","",""
"60","3583","辛耘","市","09/02","","757","-16","-2.07","973","750","773","770","791","752","5.05","46.4","6.23","","","","",""
"61","3167","大量","市","09/02","","774","-26","-3.25","2,844","2,258","800","785","813","774","4.88","54.3","16.14","","","","",""
"62","1519","華城","市","09/02","","741","-20","-2.63","1,693","1,275","761","749","771","741","3.94","48.5","25.43","","","","",""
"63","3163","波若威","櫃","09/02","","766","+5","+0.66","829","631","761","749","767","749","2.37","78.2","18.77","","","","",""
"64","6139","亞翔","市","09/02","","721","-26","-3.48","4,516","3,327","770","755","767","718","6.56","14.5","8.21","","","","",""
"65","1560","中砂","市","09/02","","704","-40","-5.38","1,082","778","744","739","739","702","4.97","59.9","11.62","","","","",""
"66","2379","瑞昱","市","09/02","","744","0","0","2,825","2,110","744","742","774","736","5.11","27","7.61","","","","",""
"67","3293","鈊象","櫃","09/02","","708","-3","-0.42","4,034","2,839","711","701","710","700","1.41","16.4","13.2","","","","",""
"68","6944","兆聯實業","市","09/02","","709","-10","-1.39","378","267","719","702","714","699","2.09","17.6","6.42","","","","",""
"69","3563","牧德","市","09/02","","710","0","0","713","513","710","699","733","697","5.07","41.7","8.19","","","","",""
"70","2395","研華","市","09/02","","692","-19","-2.67","3,183","2,212","711","705","709","688","2.95","43.8","10.87","","","","",""
"71","3693","營邦","櫃","09/02","","642","+18","+2.88","2,213","1,422","624","627","654","626","4.49","41.6","5.26","","","","",""
"72","7728","光焱科技","櫃","09/02","","667","+14","+2.14","54","36.5","653","674","688","660","4.29","106","12.8","","","","",""
"73","3026","禾伸堂","市","09/02","","686","-45","-6.16","6,999","4,955","731","718","743","686","7.8","66.9","11.01","","","","",""
"74","6526","達發","市","09/02","","646","-21","-3.15","3,331","2,257","667","687","710","641","10.3","35.8","5.74","","","","",""
"75","6584","南俊國際","櫃","09/02","","658","-9","-1.35","1,275","850","667","660","679","650","4.35","62.5","12.6","","","","",""
"76","4971","IET-KY","櫃","09/02","","669","+9","+1.36","8,621","5,906","660","654","726","650","11.5","167","7.15","","","","",""
"77","6691","洋基工程","市","09/02","","607","-24","-3.8","723","445","631","622","634","607","4.28","18.2","9.87","","","","",""
"78","2467","志聖","市","09/02","","609","-15","-2.4","954","590","624","617","630","608","3.53","60.8","6.07","","","","",""
