排名,代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 年度,政府 機構 (%),政府 機構 增減,僑外 投資 (%),僑外 投資 增減,本國金 融機構 (%),本國金 融機構 增減,本國 法人 (%),本國 法人 增減,本國 個人 (%),本國 個人 增減,庫藏 股票 (%),庫藏 股票 增減
625,2368,金像電,729.0,-80.0,-9.89,2026,0.0,0.0,25.9,10.4,17.8,-3.94,15.4,0.1,40.9,-6.53,0,0.0
626,2369,菱生,27.6,-2.4,-8.0,2026,0.0,0.0,13.9,0.56,5.66,-0.35,2.65,0.96,77.7,-1.17,0,0.0
627,2371,大同,24.1,-0.7,-2.82,2026,0.02,-0.45,9.01,1.8,0.36,-0.08,28.2,-6.42,62.4,8.37,0,-3.23
628,2373,震旦行,54.0,0.1,0.19,2026,0.0,0.0,1.24,0.41,0.0,0.0,76.9,0.35,21.9,-0.75,0,0.0
629,2375,凱美,107.5,-11.0,-9.28,2026,0.0,0.0,11.8,5.39,0.01,-0.36,18.0,-0.3,70.2,-4.72,0,0.0
630,2376,技嘉,321.5,-5.5,-1.68,2026,0.0,0.0,17.0,2.83,21.2,-4.54,17.3,-0.36,44.5,2.07,0,0.0
631,2377,微星,137.5,-1.5,-1.08,2026,0.0,0.0,13.8,-11.8,14.4,-9.81,7.6,-4.57,64.2,26.2,0,0.0
632,2379,瑞昱,738.0,7.0,0.96,2026,0.0,0.0,46.4,-4.74,26.5,3.31,11.6,-1.14,15.6,2.57,0,0.0
633,2380,虹光,18.8,-0.15,-0.79,2026,0.0,0.0,0.24,-0.01,0.0,0.0,11.2,-0.09,88.6,0.1,0,0.0
634,2382,廣達,309.5,-4.0,-1.28,2026,0.0,0.0,24.7,5.31,17.9,0.95,24.8,-1.14,32.6,-5.12,0,0.0
635,2383,台光電,4100.0,-310.0,-7.03,2026,9.36,0.9,42.6,7.12,16.9,-2.44,17.7,-0.98,13.4,-4.59,0,0.0
636,2385,群光,101.5,-1.5,-1.46,2026,0.0,0.0,20.3,-5.33,27.7,-0.76,18.3,-1.19,33.8,7.27,0,0.0
637,2387,精元,37.6,-0.25,-0.66,2026,0.0,0.0,7.52,-14.5,0.44,-0.17,19.1,3.17,72.9,11.5,0,0.0
638,2388,威盛,67.4,-2.4,-3.44,2026,0.0,0.0,15.3,0.36,0.03,-0.36,46.8,0.96,37.9,-0.96,0,0.0
639,2390,云辰,10.05,-0.45,-4.29,2026,0.0,0.0,2.15,-0.16,0.0,0.0,2.28,0.62,95.6,-0.45,0,0.0
640,2392,正崴,33.6,-1.15,-3.31,2026,0.13,-0.28,5.74,-2.84,0.1,-0.83,37.9,0.47,56.1,3.48,0,0.0
641,2393,億光,61.2,-2.0,-3.16,2026,0.13,0.03,31.7,8.47,11.2,-18.4,19.9,1.63,37.0,8.26,0,0.0
642,2395,研華,550.0,-6.0,-1.08,2026,0.0,0.0,32.6,-5.92,5.02,1.14,48.3,1.21,14.1,3.57,0,0.0
643,2397,友通,54.0,-1.9,-3.4,2026,0.0,0.0,11.4,-6.87,1.01,0.22,55.8,-0.76,31.8,7.4,0,0.0
644,2399,映泰,32.45,-1.85,-5.39,2026,0.0,0.0,6.33,-2.98,0.0,0.0,5.77,0.34,87.9,2.64,0,0.0
645,2401,凌陽,24.15,-1.7,-6.58,2026,0.0,0.0,10.1,-3.79,0.04,-0.54,1.6,-1.44,88.2,5.77,0,0.0
646,2402,毅嘉,49.8,-3.2,-6.04,2026,0.0,0.0,17.7,9.76,3.69,2.86,14.6,1.05,64.0,-12.4,0,-1.29
647,2405,輔信,14.9,-0.5,-3.25,2026,0.0,0.0,3.87,-1.05,0.0,0.0,5.18,0.82,91.0,0.23,0,0.0
648,2406,國碩,28.75,-2.1,-6.81,2026,0.0,0.0,11.6,5.53,0.19,-0.13,2.78,-1.28,85.4,-4.12,0,0.0
649,2408,南亞科,353.5,-39.0,-9.94,2026,1.13,0.81,12.4,4.24,5.04,0.56,59.6,-5.54,21.8,-0.06,0,0.0
650,2409,友達,23.65,-0.25,-1.05,2026,0.9,-1.04,11.3,-10.3,8.91,-4.05,13.3,0.26,65.6,16.7,0,-1.52
651,2412,中華電,140.5,-0.5,-0.35,2026,40.7,-0.04,17.7,2.17,14.3,-2.24,7.24,0.09,20.0,0.02,0,0.0
652,2413,環科,36.65,-1.45,-3.81,2026,0.0,0.0,4.25,0.94,0.0,0.0,12.8,-0.39,82.9,-0.54,0,0.0
653,2414,精技,55.3,-0.6,-1.07,2026,0.0,0.0,4.96,-0.05,0.02,-0.31,39.5,0.45,55.5,-0.09,0,0.0
654,2415,錩新,29.9,-0.9,-2.92,2026,0.0,0.0,20.8,-0.06,0.0,0.0,26.2,0.31,53.0,-0.26,0,0.0
655,2417,圓剛,38.1,-0.5,-1.3,2026,0.0,0.0,2.32,0.1,0.0,0.0,34.0,1.33,63.7,-1.42,0,0.0
656,2419,仲琦,22.9,-0.6,-2.55,2026,0.0,0.0,1.22,-0.24,0.0,0.0,62.8,0.34,36.0,-0.11,0,0.0
657,2420,新巨,53.8,-1.0,-1.82,2026,0.41,-0.37,6.37,-1.11,1.67,-0.14,6.07,-0.46,85.5,2.08,0,0.0
658,2423,固緯,66.5,-2.7,-3.9,2026,0.3,0.07,5.45,-0.63,0.27,-0.15,53.9,3.83,40.1,-3.12,0,0.0
659,2424,隴華,7.65,-0.13,-1.67,2026,0.0,0.0,2.99,-0.58,0.0,0.0,39.4,-4.65,57.6,5.23,0,0.0
660,2425,承啟,44.15,0.85,1.96,2026,0.0,0.0,9.3,1.54,0.0,0.0,26.8,0.09,63.9,-1.63,0,0.0
661,2426,鼎元,50.3,-5.5,-9.86,2026,0.0,-0.03,10.2,1.73,0.02,0.02,21.4,3.55,68.4,-5.27,0,0.0
662,2427,三商電,22.3,-0.45,-1.98,2026,0.0,0.0,3.25,0.32,0.13,-0.1,47.3,-1.15,49.3,0.93,0,0.0
663,2428,興勤,209.0,-7.0,-3.24,2026,0.0,0.0,14.9,-0.31,0.0,0.0,46.6,4.77,38.5,-4.45,0,0.0
664,2429,銘旺科,31.2,-3.45,-9.96,2026,0.0,0.0,3.09,-5.52,0.07,-1.38,22.8,-4.05,74.1,10.9,0,0.0
665,2430,燦坤,17.15,-0.15,-0.87,2026,0.0,0.0,2.49,-0.87,0.0,0.0,50.0,-0.33,47.5,1.2,0,0.0
666,2431,聯昌,10.0,-0.4,-3.85,2026,0.0,0.0,2.37,-5.95,0.0,0.0,34.9,-2.0,62.8,7.95,0,0.0
667,2432,倚天酷碁-創,27.6,-0.55,-1.95,2026,0.0,0.0,0.5,0.04,0.26,0.16,74.1,2.35,25.2,-2.55,0,0.0
668,2433,互盛電,41.95,-0.05,-0.12,2026,0.0,0.0,0.92,0.02,0.0,0.0,79.6,0.19,19.5,-0.21,0,0.0
669,2434,統懋,53.4,-5.9,-9.95,2026,0.0,0.0,1.09,0.14,0.0,0.0,45.4,2.16,53.5,-2.3,0,0.0
670,2438,翔耀,16.6,-0.2,-1.19,2026,0.0,0.0,0.44,-0.3,0.0,0.0,14.6,-1.62,84.9,1.92,0,0.0
671,2440,太空梭,15.05,-0.05,-0.33,2026,0.0,0.0,1.01,0.52,0.44,0.04,10.3,1.96,88.3,-2.52,0,0.0
672,2441,超豐,98.6,-10.9,-9.95,2026,1.16,0.03,11.4,-0.77,7.09,1.44,50.0,-1.01,30.4,0.32,0,0.0
673,2442,新美齊,19.1,0.1,0.53,2026,0.0,0.0,2.49,0.51,1.57,1.57,43.2,-0.51,52.8,-1.57,0,0.0
674,2444,兆勁,10.6,-0.3,-2.75,2026,0.0,0.0,0.5,-1.97,0.01,-0.22,9.94,0.1,89.6,2.09,0,0.0
675,2449,京元電子,212.5,-23.5,-9.96,2026,9.36,0.99,29.5,5.47,25.2,2.53,7.13,-0.75,28.9,-8.24,0,0.0
676,2450,神腦,28.8,0.1,0.35,2026,0.0,0.0,1.13,-1.73,0.11,0.04,70.9,-0.26,27.9,1.95,0,0.0
677,2451,創見,269.5,12.0,4.66,2026,1.06,0.18,10.5,1.77,7.88,-5.68,60.0,-0.02,20.5,3.74,0,0.0
678,2453,凌群,50.4,-0.1,-0.2,2026,0.0,0.0,3.87,-7.05,0.0,-0.4,4.28,1.15,91.8,6.3,0,0.0
679,2454,聯發科,3150.0,-165.0,-4.98,2026,0.0,0.0,55.8,-3.63,12.0,-0.15,8.13,1.54,24.1,2.24,0,0.0
680,2455,全新,272.5,-30.0,-9.92,2026,10.9,2.42,25.7,1.71,9.55,-1.76,4.14,-0.32,49.7,-2.04,0,0.0
681,2457,飛宏,21.05,-1.25,-5.61,2026,0.0,0.0,5.91,-3.81,0.11,0.03,1.93,-9.08,92.0,12.9,0,0.0
682,2459,敦吉,64.4,-0.7,-1.08,2026,0.0,0.0,17.0,0.22,9.65,-0.1,10.7,-0.8,62.7,0.68,0,0.0
683,2460,建通,29.0,-0.9,-3.01,2026,0.0,0.0,1.1,-0.14,0.1,-0.06,51.3,-0.1,47.6,2.25,0,-1.95
684,2462,良得電,19.65,-0.25,-1.26,2026,0.0,0.0,1.88,-0.09,0.0,0.0,33.8,-0.34,64.3,0.43,0,0.0
685,2464,盟立,123.0,-8.0,-6.11,2026,0.0,0.0,4.5,1.94,3.94,0.64,22.8,0.73,68.8,-3.3,0,0.0
686,2465,麗臺,72.6,-2.0,-2.68,2026,0.0,0.0,1.52,0.85,0.01,-0.58,29.4,-0.76,69.1,0.49,0,0.0
687,2466,冠西電,89.8,-4.8,-5.07,2026,0.0,0.0,10.6,-0.39,0.04,0.04,70.3,-5.6,19.0,5.95,0,0.0
688,2468,華經,32.3,-1.95,-5.69,2026,0.0,0.0,1.55,-10.4,0.0,-0.36,49.1,1.08,49.3,9.67,0,0.0
689,2471,資通,47.6,-0.4,-0.83,2026,0.0,0.0,5.43,-2.06,0.62,0.47,3.2,-0.31,90.7,1.9,0,0.0
690,2472,立隆電,220.0,-15.0,-6.38,2026,0.0,0.0,12.9,-0.17,2.27,-0.04,21.5,3.61,63.3,-3.4,0,0.0
691,2476,鉅祥,106.0,-5.0,-4.5,2026,0.0,0.0,8.88,0.86,0.07,0.07,23.8,1.32,67.2,-2.26,0,0.0
692,2477,美隆電,21.2,-0.3,-1.4,2026,0.0,0.0,23.6,-1.13,0.0,0.0,29.2,-0.02,47.2,1.15,0,0.0
693,2480,敦陽科,156.0,0.5,0.32,2026,0.86,-0.7,11.5,1.96,1.73,-1.95,10.5,0.04,75.4,0.65,0,0.0
694,2481,強茂,112.5,-12.0,-9.64,2026,4.26,4.15,21.7,9.45,4.63,2.98,19.4,1.44,50.0,-18.0,0,0.0
695,2482,連宇,16.25,-0.9,-5.25,2026,0.0,0.0,1.22,-0.51,0.0,0.0,25.5,0.08,73.3,0.44,0,0.0
696,2484,希華,59.3,-6.5,-9.88,2026,0.0,0.0,6.05,0.9,0.0,0.0,1.83,-0.88,92.1,-0.02,0,0.0
697,2485,兆赫,35.45,-1.55,-4.19,2026,0.0,0.0,2.16,-2.1,0.08,0.08,0.45,-1.97,97.3,3.99,0,0.0
698,2488,漢平,48.5,-0.05,-0.1,2026,0.0,0.0,6.56,-4.37,0.0,-0.28,23.7,6.98,69.8,-2.33,0,0.0
699,2489,瑞軒,26.1,-1.35,-4.92,2026,0.31,0.15,6.8,-3.57,0.27,0.19,16.8,4.49,75.8,-1.25,0,0.0
700,2491,吉祥全,23.55,-1.85,-7.28,2026,0.0,0.0,5.93,0.4,0.0,0.0,25.3,1.25,68.7,-1.65,0,0.0
701,2493,揚博,176.0,-19.5,-9.97,2026,0.0,0.0,4.3,0.23,0.33,-0.02,28.0,3.6,67.4,-3.81,0,0.0
702,2495,普安,32.5,-1.4,-4.13,2026,0.0,0.0,6.26,-5.77,0.31,-0.07,11.0,0.16,82.5,5.68,0,0.0
703,2496,卓越,58.0,-0.5,-0.85,2026,0.0,0.0,23.2,-0.96,0.26,0.12,12.2,-1.03,64.4,1.87,0,0.0
704,2497,怡利電,42.8,-2.95,-6.45,2026,0.0,0.0,2.54,-5.5,0.21,0.21,11.2,7.05,86.1,-1.77,0,0.0
705,2498,宏達電,38.55,-1.35,-3.38,2026,0.0,0.0,9.56,-2.35,0.82,0.03,15.5,-1.34,74.1,3.66,0,0.0
706,2501,國建,22.15,-0.25,-1.12,2026,0.11,-0.36,10.8,3.33,4.45,-2.57,55.9,0.41,28.8,-0.8,0,0.0
707,2504,國產,31.55,0.35,1.12,2026,0.01,-0.46,9.44,-0.8,12.8,-3.72,40.7,1.75,37.0,3.23,0,0.0
708,2505,國揚,17.9,0.0,0.0,2026,0.0,0.0,4.58,-1.5,0.0,0.0,70.4,2.1,25.0,-0.6,0,0.0
709,2506,太設,8.65,-0.03,-0.35,2026,0.0,-0.06,4.66,-0.76,0.02,-0.06,48.9,1.94,46.4,-1.05,0,0.0
710,2509,全坤建,13.1,-0.05,-0.38,2026,0.0,-0.01,1.26,-0.92,0.0,0.0,52.6,-0.89,46.1,1.82,0,0.0
711,2511,太子,8.43,0.01,0.12,2026,0.0,0.0,4.6,-2.66,0.0,0.0,49.2,0.16,46.2,2.5,0,0.0
712,2514,龍邦,12.75,-0.05,-0.39,2026,0.0,0.0,2.3,-0.95,0.0,0.0,73.3,-0.12,24.4,1.07,0,0.0
713,2515,中工,11.65,-0.1,-0.85,2026,0.0,0.0,10.5,-2.38,0.0,0.0,37.1,23.1,52.4,-20.7,0,0.0
714,2516,新建,13.85,-0.15,-1.07,2026,0.0,0.0,2.45,-3.99,0.0,0.0,17.9,1.96,79.6,2.03,0,0.0
715,2524,京城,36.25,0.8,2.26,2026,0.0,-0.02,0.74,-0.98,0.06,-0.44,50.5,1.39,48.7,0.49,0,-0.44
716,2527,宏璟,41.65,-1.5,-3.48,2026,0.0,0.0,41.7,-1.09,0.0,0.0,34.2,0.83,24.2,0.26,0,0.0
717,2528,皇普,19.25,0.0,0.0,2026,0.0,0.0,1.56,-1.02,0.0,0.0,64.3,-1.39,34.1,2.42,0,0.0
718,2530,華建,20.65,0.75,3.77,2026,0.0,0.0,3.86,-0.2,0.22,0.22,64.1,0.89,31.9,-0.9,0,0.0
719,2534,宏盛,17.2,0.0,0.0,2026,0.11,-0.39,6.91,-0.88,9.28,0.0,44.3,3.22,39.4,-1.95,0,0.0
720,2535,達欣工,86.3,-0.1,-0.12,2026,0.29,0.29,6.66,0.39,6.09,-0.79,29.7,1.74,57.2,-1.64,0,0.0
721,2536,宏普,17.95,0.05,0.28,2026,0.0,0.0,9.1,-0.26,0.19,-0.14,50.3,-0.63,40.4,1.03,0,0.0
722,2537,聯上發,10.85,-0.1,-0.91,2026,0.0,0.0,2.58,-1.23,0.0,0.0,35.9,-0.3,61.5,1.53,0,0.0
723,2538,基泰,10.0,0.04,0.4,2026,0.0,0.0,9.9,-2.52,0.0,0.0,15.4,0.37,74.7,2.15,0,0.0
724,2539,櫻花建,42.65,1.5,3.65,2026,0.0,0.0,2.07,-0.94,1.65,1.4,27.4,-0.05,68.8,-0.41,0,0.0
725,2540,愛山林,57.8,1.9,3.4,2026,0.0,0.0,1.62,-0.78,0.0,0.0,82.6,-0.75,15.8,1.53,0,0.0
726,2543,皇昌,36.5,-2.25,-5.81,2026,0.0,0.0,1.28,-2.92,0.07,-0.07,57.9,0.94,40.8,2.05,0,0.0
727,2545,皇翔,33.0,0.2,0.61,2026,0.0,0.0,2.64,-5.21,0.0,-0.05,60.1,-1.25,37.2,6.51,0,0.0
728,2546,根基,98.0,1.2,1.24,2026,0.0,0.0,3.31,0.88,0.54,-0.11,44.4,-0.29,51.8,-0.47,0,0.0
729,2547,日勝生,10.25,0.05,0.49,2026,0.0,0.0,13.9,-4.45,1.57,-0.36,23.0,-0.16,61.5,4.97,0,0.0
730,2548,華固,98.0,-0.8,-0.81,2026,1.2,-0.08,18.2,0.67,12.5,-1.74,24.3,-0.87,43.8,2.02,0,0.0
731,2596,綠意,30.9,-0.2,-0.64,2026,0.0,0.0,0.45,-0.97,0.0,0.0,48.9,-0.13,50.7,1.1,0,0.0
732,2597,潤弘,163.0,2.0,1.24,2026,0.2,0.2,3.72,1.29,0.64,-2.53,70.3,-0.71,25.1,1.74,0,0.0
733,2601,益航,6.2,-0.04,-0.64,2026,0.0,0.0,12.8,-0.29,0.0,0.0,11.9,-0.06,75.3,0.36,0,0.0
734,2603,長榮,201.5,1.5,0.75,2026,1.34,-0.21,20.4,-1.02,16.6,-1.59,8.88,0.57,52.8,2.25,0,0.0
735,2605,新興,31.1,0.0,0.0,2026,0.0,0.0,50.0,14.9,1.09,1.0,1.49,0.4,47.4,-16.3,0,0.0
736,2606,裕民,61.3,-0.8,-1.29,2026,1.03,0.58,10.9,2.08,13.3,-5.43,47.0,0.37,27.8,2.4,0,0.0
737,2607,榮運,47.4,0.2,0.42,2026,0.0,-0.66,9.48,-0.19,0.17,-0.08,46.7,5.48,43.7,-4.54,0,0.0
738,2608,嘉里大榮,29.75,0.25,0.85,2026,0.0,0.0,3.75,-1.3,0.51,-0.14,62.7,0.12,33.0,1.32,0,0.0
739,2609,陽明,50.1,-0.6,-1.18,2026,31.2,-0.02,15.2,-5.9,7.71,1.38,3.78,-1.38,42.1,5.93,0,0.0
740,2610,華航,21.7,-0.05,-0.23,2026,8.5,-0.05,15.0,-6.64,7.18,1.24,34.0,-0.97,35.3,6.43,0,0.0
741,2611,志信,13.4,-0.25,-1.83,2026,0.0,0.0,1.37,-0.57,0.0,0.0,42.5,-0.23,56.1,0.79,0,0.0
742,2612,中航,51.1,0.0,0.0,2026,0.0,0.0,4.13,1.13,0.01,-0.15,69.2,0.55,26.6,-1.53,0,0.0
743,2613,中櫃,20.15,-0.45,-2.18,2026,0.0,0.0,1.09,-1.61,0.0,-0.01,50.3,-10.4,48.6,12.0,0,0.0
744,2614,東森,18.05,-0.25,-1.37,2026,0.0,0.0,5.01,1.65,0.0,0.0,33.6,0.45,61.3,-2.1,0,0.0
745,2615,萬海,85.0,1.4,1.67,2026,0.34,-0.72,41.0,-1.09,0.62,-0.75,31.3,0.05,26.8,2.51,0,0.0
746,2616,山隆,13.55,-0.05,-0.37,2026,0.0,0.0,1.88,-0.34,0.72,-0.51,28.1,-1.77,69.3,2.62,0,0.0
747,2617,台航,28.45,-0.05,-0.18,2026,26.7,-0.11,9.08,3.62,1.19,-0.51,23.6,1.56,39.4,-4.55,0,0.0
748,2618,長榮航,41.45,-1.3,-3.04,2026,3.03,-0.29,24.7,-1.91,18.2,-6.29,21.8,0.67,32.3,7.81,0,0.0
749,2630,亞航,48.1,-1.5,-3.02,2026,0.0,0.0,3.82,1.73,0.0,0.0,60.0,-0.04,36.2,-1.69,0,0.0
750,2633,台灣高鐵,26.05,0.05,0.19,2026,45.1,0.0,9.47,-0.34,6.78,-0.74,24.2,1.86,14.4,-0.78,0,0.0
751,2634,漢翔,60.7,-0.2,-0.33,2026,37.2,-0.71,3.09,0.08,3.2,-1.27,2.77,-0.88,53.7,2.78,0,0.0
752,2637,慧洋-KY,80.4,-1.5,-1.83,2026,0.36,-0.22,16.7,6.49,8.85,-6.08,24.8,0.65,49.4,-0.84,0,0.0
753,2640,大車隊,143.0,0.0,0.0,2026,0.0,0.0,5.09,-2.41,5.74,0.29,52.4,0.73,36.8,1.39,0,0.0
754,2641,正德,16.55,-0.35,-2.07,2026,0.0,0.0,1.44,-3.69,0.0,0.0,19.9,0.51,78.7,3.18,0,0.0
755,2642,宅配通,20.2,-0.15,-0.74,2026,0.0,0.0,5.18,-0.34,0.0,0.0,56.0,-0.54,38.8,0.88,0,0.0
756,2643,捷迅,58.5,-0.9,-1.52,2026,0.0,0.0,1.42,-1.02,0.02,0.01,22.1,1.94,76.5,-0.92,0,0.0
757,2645,長榮航太,182.0,-3.5,-1.89,2026,0.0,0.0,5.88,-0.52,6.88,5.32,72.7,-0.72,14.6,-4.08,0,0.0
758,2646,星宇航空,21.5,-0.3,-1.38,2026,0.01,0.01,2.33,0.69,0.11,0.02,59.4,-0.47,38.2,-0.24,0,0.0
759,2701,萬企,10.75,-0.05,-0.46,2026,0.0,0.0,0.58,0.05,0.02,0.01,79.4,0.0,20.0,-0.06,0,0.0
760,2702,華園,12.45,-0.3,-2.35,2026,0.0,0.0,39.4,-0.06,0.0,0.0,23.4,-0.02,37.2,0.08,0,0.0
761,2704,國賓,47.35,1.7,3.72,2026,0.0,0.0,9.92,-1.95,0.87,-0.01,71.0,0.53,18.2,1.43,0,0.0
762,2705,六福,16.2,0.1,0.62,2026,0.0,0.0,1.56,-1.01,0.46,0.04,26.2,3.92,71.8,-2.94,0,0.0
763,2706,第一店,12.7,0.05,0.4,2026,0.0,0.0,2.71,-0.04,0.01,0.0,75.5,-0.01,21.8,0.05,0,0.0
764,2707,晶華,180.0,0.5,0.28,2026,0.55,-0.35,6.22,-0.67,4.13,-1.17,56.8,0.8,32.3,1.38,0,0.0
765,2712,遠雄來,14.85,0.05,0.34,2026,0.0,0.0,0.19,0.0,0.0,0.0,73.2,-0.02,26.6,0.02,0,0.0
766,2719,燦星旅,21.25,-1.0,-4.49,2026,0.0,0.0,0.12,-0.1,0.0,0.0,80.6,-0.3,19.3,0.4,0,0.0
767,2722,夏都,21.3,0.1,0.47,2026,0.0,0.0,0.3,-0.14,0.0,0.0,78.6,2.04,21.1,-1.91,0,0.0
768,2723,美食-KY,61.5,-0.4,-0.65,2026,0.0,0.0,46.6,-2.38,0.94,-0.69,4.9,0.91,47.6,2.17,0,0.0
769,2724,藝舍-KY,10.4,-1.1,-9.57,2026,0.0,0.0,15.1,-0.02,0.0,0.0,10.6,0.28,74.3,-0.27,0,0.0
770,2731,雄獅,145.0,1.5,1.05,2026,0.48,-0.7,25.3,19.9,6.14,3.72,10.9,-3.39,57.1,-19.5,0,0.0
771,2734,易飛網,14.35,-0.45,-3.04,2026,0.0,0.0,3.92,0.74,0.0,0.0,24.5,-0.09,71.5,-0.65,0,0.0
772,2736,富野,11.6,-0.2,-1.69,2026,0.0,0.0,0.61,-0.01,0.01,0.01,20.3,0.07,79.1,-0.08,0,0.0
773,2739,寒舍,34.75,-0.2,-0.57,2026,0.0,0.0,3.32,0.94,0.0,0.0,69.8,0.71,26.9,-1.66,0,0.0
774,2740,華軒,33.4,0.0,0.0,2026,0.0,0.0,1.96,-0.23,0.0,0.0,50.5,-14.7,47.5,14.9,0,0.0
775,2743,山富,57.8,-1.8,-3.02,2026,0.0,0.0,1.18,0.21,0.0,0.0,35.3,13.8,63.5,-14.0,0,0.0
776,2745,五福,87.2,-2.8,-3.11,2026,0.0,0.0,1.33,-0.28,1.32,1.25,38.9,0.1,58.4,-1.07,0,0.0
777,2748,雲品,39.8,0.3,0.76,2026,0.0,0.0,1.01,-0.25,0.77,-0.05,60.4,-0.02,37.9,0.32,0,0.0
778,2751,王座,49.55,-0.95,-1.88,2026,0.0,0.0,0.46,0.07,0.0,0.0,64.0,-0.41,35.6,0.34,0,0.0
779,2752,豆府,171.5,-2.5,-1.44,2026,0.0,0.0,1.23,0.0,0.0,0.0,61.2,0.19,37.6,-0.18,0,0.0
780,2753,八方雲集,176.0,-1.0,-0.56,2026,0.0,0.0,6.35,-0.54,1.85,-0.03,26.1,0.69,65.7,-0.12,0,0.0
781,2754,亞洲藏壽司,68.1,-0.9,-1.3,2026,0.0,0.0,68.1,-1.39,0.0,0.0,3.74,1.47,28.2,-0.08,0,0.0
782,2755,揚秦,101.0,-1.5,-1.46,2026,0.0,0.0,1.23,-0.03,1.32,-0.23,49.2,-1.72,48.3,1.98,0,0.0
783,2801,彰銀,24.45,-0.1,-0.41,2026,19.6,-0.68,18.4,4.67,22.1,-3.88,9.1,0.17,30.7,-0.28,0,0.0
784,2812,台中銀,20.65,-0.1,-0.48,2026,0.33,0.03,9.18,-1.86,7.4,-0.56,34.3,-1.81,48.8,4.2,0,0.0
