排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,00981A,主動統一台股增長,23.76,-0.09,-0.38,07/30,12634,3911,4330,-66018,-32646,62054,3058.0,127284.0,205241.0,167708.0
2,2002,中鋼,18.95,0.0,0.0,07/30,-2704,-12198,-40496,-53175,-74372,-66694,40898.0,-148031.0,73133.0,-107536.0
3,2618,長榮航,41.75,0.3,0.72,07/30,-137,-14848,-19128,-29901,-44691,-125275,-125443.0,-23871.0,-62843.0,-125272.0
4,2303,聯電,110.0,7.5,7.32,07/30,-571,-5402,-10916,-27420,-35300,-64221,-499822.0,-353084.0,-904913.0,-501944.0
5,4938,和碩,80.5,-1.5,-1.83,07/30,-266,-9309,-13706,-26471,-39010,-57071,55539.0,65304.0,82645.0,45611.0
6,5876,上海商銀,44.8,0.45,1.01,07/30,-24394,-25231,-27157,-25961,-34459,-6636,57089.0,103488.0,106336.0,106783.0
7,2356,英業達,57.5,-2.8,-4.64,07/30,-8433,-8270,-13534,-25426,-25045,22366,-32892.0,-52472.0,2281.0,-38075.0
8,00929,復華台灣科技優息,26.0,-0.41,-1.55,07/30,0,-4294,-6717,-24311,-5190,18566,15315.0,28828.0,38696.0,29544.0
9,4904,遠傳,105.5,-1.0,-0.94,07/30,-544,-17162,-20219,-22417,-27089,686,29390.0,30400.0,26076.0,29811.0
10,00992A,主動群益科技創新,13.48,-0.11,-0.81,07/30,-32,-20225,-20035,-22014,-18328,-5944,-13047.0,24397.0,,26787.0
11,2603,長榮,201.0,-0.5,-0.25,07/30,-1664,-6060,-9488,-18956,-38408,-65724,-46576.0,-45772.0,-13886.0,-57070.0
12,2412,中華電,140.5,0.0,0.0,07/30,344,-8423,-11507,-16556,-28558,3876,23554.0,26142.0,37182.0,30957.0
13,2891,中信金,63.1,1.1,1.77,07/30,2311,-20081,-15485,-13365,-48247,-39791,-114263.0,148286.0,11614.0,90084.0
14,3045,台灣大,114.0,0.5,0.44,07/30,204,-10215,-10906,-12741,-27188,-26328,-30670.0,-52546.0,9675.0,-41326.0
15,2615,萬海,84.4,-0.6,-0.71,07/30,-1513,-4370,-6714,-12476,-14804,-20397,-34398.0,-36684.0,-41614.0,-23807.0
16,2344,華邦電,118.5,-11.5,-8.85,07/30,-1866,-6441,-12384,-12084,-5476,17985,16350.0,170249.0,100648.0,159108.0
17,00990A,主動元大AI新經濟,13.65,-0.18,-1.3,07/30,-47,-1294,-1044,-11737,6214,14306,22077.0,6278.0,,-80873.0
18,00403A,主動統一升級50,8.47,0.01,0.12,07/30,170,107396,43630,-10204,167949,183418,,,,
19,9904,寶成,24.0,-0.1,-0.41,07/30,9,-6305,-4591,-9555,-20890,-36026,82663.0,138507.0,37003.0,127591.0
20,00918,大華優利高填息30,31.24,-0.22,-0.7,07/30,-391,-2197,-2280,-8902,-22951,-24368,-17917.0,-16811.0,-12958.0,-44968.0
21,2890,永豐金,38.85,0.25,0.65,07/30,3580,4790,2418,-8817,17036,26771,37023.0,40911.0,-68837.0,31066.0
22,2353,宏碁,27.9,-0.75,-2.62,07/30,1917,-6475,-5786,-7967,-29717,-38739,-40365.0,-33100.0,105354.0,82229.0
23,00830,國泰費城半導體,75.85,-1.9,-2.44,07/30,1462,853,2196,-7510,-6997,-3230,-9726.0,1895.0,12092.0,11036.0
24,00937B,群益ESG投等債20+,14.51,-0.17,-1.16,07/30,0,0,0,-7000,5700,3506,-30420.0,-33153.0,-115719.0,-52554.0
25,2892,第一金,35.5,0.7,2.01,07/30,-936,-457,-7158,-6862,-3470,-471,19402.0,20452.0,-4332.0,17621.0
26,00982A,主動群益台灣強棒,18.54,-0.33,-1.75,07/30,-86,-3046,-2960,-6598,-3652,-7672,-6692.0,34912.0,33871.0,30055.0
27,00631L,元大台灣50正2,28.38,-0.15,-0.53,07/30,-22,3738,13375,-6069,31025,-29905,42925.0,375586.0,370417.0,375498.0
28,00664R,國泰臺灣加權反1,1.85,-0.02,-1.07,07/30,-1500,-3480,-5806,-5806,-6772,-5861,-14919.0,-12778.0,-1141.0,-11181.0
29,8112,至上,75.6,-1.1,-1.43,07/30,175,-2855,-3696,-5691,-8666,12686,29310.0,6835.0,28930.0,-2549.0
30,3481,群創,41.4,-0.4,-0.96,07/30,-4257,924,-6015,-5482,-6015,255,-4430.0,68324.0,333792.0,386697.0
31,3036,文曄,183.5,-1.0,-0.54,07/30,-1620,-2546,-3745,-5167,-8544,-16244,18253.0,44979.0,56778.0,39440.0
32,00891,中信關鍵半導體,30.19,0.03,0.1,07/30,0,-677,-4519,-4690,417,498,1483.0,8043.0,-115.0,7529.0
33,00712,復華富時不動產,8.9,-0.03,-0.34,07/30,0,0,3,-4489,-4437,-8408,-1362.0,4403.0,-17281.0,4956.0
34,2371,大同,23.5,-0.6,-2.49,07/30,-1379,-1087,-1989,-4377,-9621,-17761,39012.0,66529.0,111065.0,98929.0
35,5871,中租-KY,110.5,-2.0,-1.78,07/30,-3036,-3569,-3743,-4339,-6726,-4319,74912.0,74903.0,53425.0,40458.0
36,00687B,國泰20年美債,27.6,-0.53,-1.88,07/30,-204,-5204,-5204,-4167,-10467,-17039,-14781.0,-14013.0,-57531.0,-9374.0
37,2845,遠東銀,13.45,0.15,1.13,07/30,-162,-1739,-2470,-4150,-8235,-11423,27383.0,42435.0,44507.0,49860.0
