排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2303,聯電,125.0,6.5,5.49,06/11,-12255,-26881,-35132,-148753,-315183,-316106,-213256.0,-554594.0,-821527.0,-326430.0
2,2609,陽明,51.1,0.5,0.99,06/11,-5943,-17100,-46019,-86096,-111711,-104548,-33317.0,-134776.0,-68831.0,-76718.0
3,3481,群創,46.95,3.65,8.43,06/11,-4836,-8267,-69671,-76111,-93331,1010,-39431.0,429873.0,432380.0,280452.0
4,2356,英業達,65.4,-0.8,-1.21,06/11,-4102,-6283,-3518,-27301,-5442,-30297,-106108.0,-34932.0,-62913.0,-65234.0
5,00940,元大台灣價值高息,12.06,0.02,0.17,06/11,-3029,-3029,-12771,-23585,-30934,-39167,8176.0,19139.0,21979.0,30824.0
6,1314,中石化,7.76,0.03,0.39,06/11,177,-2545,-2114,-23574,-20151,-8467,81897.0,36668.0,35489.0,33905.0
7,2324,仁寶,36.15,-0.95,-2.56,06/11,-8191,-13332,4666,-21731,-247562,-248475,-247911.0,-151162.0,160601.0,-124988.0
8,00981A,主動統一台股增長,29.71,-0.18,-0.6,06/11,-3314,-10315,-10337,-19890,-3318,145180,188587.0,295752.0,332995.0,296637.0
9,5880,合庫金,23.85,0.05,0.21,06/11,-6381,-9038,-13811,-17999,-10511,36481,92624.0,112538.0,86691.0,118581.0
10,5347,世界,161.5,9.0,5.9,06/11,69,-10606,-15122,-17930,-20648,-15370,0.0,-13917.0,-7956.0,-15681.0
11,2801,彰銀,22.35,0.0,0.0,06/11,-603,-1858,-2839,-16401,1181,31923,35559.0,42826.0,23204.0,33585.0
12,00882,中信中國高股息,15.88,0.12,0.76,06/11,0,0,-8567,-11667,-11588,-8567,-8969.0,-8339.0,-27506.0,-11118.0
13,9105,泰金寶-DR,9.24,0.01,0.11,06/11,-5664,-7678,-8622,-10939,-15833,-30612,-26909.0,-36984.0,-6654.0,-34104.0
14,3711,日月光投控,544.0,5.0,0.93,06/11,-2423,-5854,-6601,-10601,-21994,-10707,25469.0,21469.0,-35397.0,26104.0
15,2344,華邦電,156.5,7.5,5.03,06/11,885,-48,-1143,-10062,-27546,-31215,118322.0,135951.0,87212.0,134353.0
