排名,代號,名稱,成交,漲跌 價,漲跌 幅,更新 日期,當日 增減 張數,2日 增減 張數,3日 增減 張數,5日 增減 張數,10日 增減 張數,1個月 增減 張數,3個月 增減 張數,半年 增減 張數,1年 增減 張數,今年 增減 張數
1,2891,中信金,64.0,1.3,2.07,07/22,-28158,-32432,-35543,-71873,-61204,-44471,-99086.0,161689.0,-7459.0,105586.0
2,1402,遠東新,27.2,-0.15,-0.55,07/22,-10866,-14518,-19246,-37148,1681,14760,-123434.0,39199.0,41216.0,35052.0
3,2884,玉山金,36.05,-0.9,-2.44,07/22,-5833,-8796,-7804,-33520,-56701,-83006,-97397.0,-110903.0,141306.0,-35870.0
4,2353,宏碁,30.55,0.35,1.16,07/22,-6334,-18280,-21962,-30799,-31206,-31517,-31579.0,218.0,88656.0,91015.0
5,2618,長榮航,42.1,-0.2,-0.47,07/22,-3915,-4878,-4758,-24978,-86924,-133144,-68924.0,-16851.0,-35100.0,-88385.0
6,2002,中鋼,18.85,0.05,0.27,07/22,-8331,-12138,-14181,-23262,-7597,-261190,172039.0,-90901.0,108929.0,-51252.0
7,2105,正新,31.25,-1.0,-3.1,07/22,-2907,-6617,-9954,-21667,-38803,-57773,4414.0,-66531.0,-19920.0,-59555.0
8,2882,國泰金,96.8,1.0,1.04,07/22,48,125,125,-18766,-25518,-63657,-180829.0,-66445.0,-421448.0,-115604.0
9,2303,聯電,139.0,4.5,3.35,07/22,-1440,-7650,-7917,-15978,-27814,-101189,-490565.0,-372379.0,-879905.0,-472281.0
10,2603,長榮,206.0,3.0,1.48,07/22,-3528,-5263,-7053,-13779,-22459,-41409,-9328.0,-21642.0,10731.0,-29881.0
11,2812,台中銀,20.45,0.0,0.0,07/22,-9329,-11300,-12788,-12862,-24777,-48824,26271.0,56147.0,78381.0,65129.0
12,2409,友達,25.8,0.2,0.78,07/22,-12565,-12023,-12658,-12545,-13274,-6109,-13075.0,127310.0,587179.0,509836.0
13,2324,仁寶,36.2,0.2,0.56,07/22,1054,-5531,-5390,-12211,-12149,-51605,-307774.0,-213449.0,85197.0,-183015.0
14,2347,聯強,88.2,2.9,3.4,07/22,-530,-2061,-3895,-12136,-6871,-7734,3364.0,5439.0,-6741.0,2350.0
15,4938,和碩,84.4,1.6,1.93,07/22,-4377,-7818,-10070,-11713,-19104,-31304,89543.0,90586.0,106380.0,72786.0
16,00918,大華優利高填息30,32.4,0.58,1.82,07/22,-1817,-9932,-9782,-10259,-9662,-14163,3084.0,-19282.0,-20213.0,-32276.0
17,3711,日月光投控,656.0,23.0,3.63,07/22,219,-8174,-8541,-9668,-19847,-30274,-25339.0,-9094.0,-44745.0,-7321.0
18,2610,華航,21.35,-0.1,-0.47,07/22,603,-334,45,-9198,-9121,-7219,-189431.0,-83650.0,-168641.0,-132457.0
19,2027,大成鋼,43.75,2.6,6.32,07/22,114,-2030,-1793,-8779,-11585,-30459,-118163.0,-60947.0,194.0,-36584.0
20,1102,亞泥,32.45,-0.7,-2.11,07/22,-633,-9206,-9151,-8585,11116,5564,-96715.0,2214.0,38806.0,30234.0
21,5876,上海商銀,45.0,-0.65,-1.42,07/22,-3648,-8032,-8453,-8041,4670,36439,92575.0,129373.0,124110.0,131602.0
22,9904,寶成,24.25,-0.15,-0.61,07/22,-2088,-5935,-3150,-7683,-11180,-616,117963.0,156234.0,58484.0,145088.0
23,2886,兆豐金,48.2,-0.4,-0.82,07/22,-2907,-5176,-2972,-7462,4193,40432,58576.0,70778.0,-3769.0,81659.0
24,2489,瑞軒,31.6,0.95,3.1,07/22,-2417,-5227,-5237,-7219,-6321,4089,-819.0,33425.0,34169.0,34809.0
25,3045,台灣大,112.5,0.5,0.45,07/22,-614,-1605,-4238,-6386,-13942,-7781,-4671.0,-31659.0,33976.0,-18721.0
26,00687B,國泰20年美債,27.89,-0.02,-0.07,07/22,0,-3000,-5800,-5800,-4800,-8372,-9217.0,-1552.0,-38900.0,-4707.0
